evolution$generation,maxNewLinksNumber,densityConf,breakdownHierarchy,breakdownThreshold,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,nwDiameter,meanBwCentrality,nwSize,breakdownThreshold,densityConf,meanPathLength,maxNewLinksNumber,replication,breakdownHierarchy,nwLength,meanRelativeSpeed,meanClosenessCentrality
4500,2.6806723101815253,39,0.860434657511783,1.6813523162150232,1.139137501779535,0.535840664552493,0.0679741869663047,0.044101156628327406,0.7903910145652633,503.96304015723933,4,"[1.1875439935671674,1.1485130929275553,1.1297619106315149,1.1094977996733266]","[0.06077305778798316,0.07560977143791589,0.06917599541598535,0.06677237851662404]","[100.0,101.0,100.0,100.0]","[1.6813523162150232,1.6813523162150232,1.6813523162150232,1.6813523162150232]","[39,39,39,39]","[0.52924463460863,0.5418840084843615,0.5550497137082175,0.5297973206206246]","[2.6806723101815253,2.6806723101815253,2.6806723101815253,2.6806723101815253]","[609684345,730040576,1164541667,1618874681]","[0.860434657511783,0.860434657511783,0.860434657511783,0.860434657511783]","[574.2825814073952,452.896827284562,466.338578121682,541.5875021927966]","[0.806148204596938,0.7756980820494689,0.7816943113063439,0.7990877178241828]","[0.049969145169286605,0.039630950979639604,0.04462345865491516,0.04357885460173965]"
4500,2.729430753598153,43,0.8532818287487444,1.209841292049266,1.2668687098051183,0.6160447549625269,0.08909076132597682,0.023721533170791082,0.6502286182276736,461.42472119885394,1,"[1.2668687098051183]","[0.08909076132597682]","[114.0]","[1.209841292049266]","[43]","[0.6160447549625269]","[2.729430753598153]","[-409362143]","[0.8532818287487444]","[461.42472119885394]","[0.6502286182276736]","[0.023721533170791082]"
4500,8.056293644740336,28,3.3169117854308277,1.4612308386654096,1.1798643383606664,0.4775506512585306,0.07008523287016162,0.0380040527455871,0.761119410170174,512.6448289408536,2,"[1.276888422270837,1.0828402544504958]","[0.07920539107661845,0.0609650746637048]","[106.0,126.0]","[1.4612308386654096,1.4612308386654096]","[28,28]","[0.4978851432337161,0.4572161592833451]","[8.056293644740336,8.056293644740336]","[1829140908,1332827850]","[3.3169117854308277,3.3169117854308277]","[468.0016205486217,557.2880373330854]","[0.7573683521385426,0.7648704682018055]","[0.03874776332686462,0.03726034216430958]"
4500,7.297417927918849,33,1.737909448663463,2.550897682200186,1.4704093275159071,0.573621807117925,0.08517476898352752,0.026948106933422457,0.6838097155777317,391.3882930571002,1,"[1.4704093275159071]","[0.08517476898352752]","[124.0]","[2.550897682200186]","[33]","[0.573621807117925]","[7.297417927918849]","[623348485]","[1.737909448663463]","[391.3882930571002]","[0.6838097155777317]","[0.026948106933422457]"
4500,8.202475276940982,6,2.5662439171496767,1.0,1.0693306781857932,0.4762584806330856,0.048544853349487604,0.03782979752006969,0.7598524562660839,767.2303686737657,3,"[1.037306860970155,1.0693306781857932,1.1610885999132128]","[0.05030833650551961,0.048544853349487604,0.046453801096580205]","[135.0,136.0,138.0]","[1.0,1.0,1.0]","[6,6,6]","[0.4347445861180534,0.4762584806330856,0.49381195410716777]","[8.202475276940982,8.202475276940982,8.202475276940982]","[-1559070342,1690094611,928091327]","[2.5662439171496767,2.5662439171496767,2.5662439171496767]","[700.6106252788544,767.2303686737657,774.363293425432]","[0.7468725998309192,0.760407831812079,0.7598524562660839]","[0.039448969151974246,0.03375959839814771,0.03782979752006969]"
4500,7.5269612608135015,39,3.671843220277451,3.5128666322015247,1.6850895027937776,0.6256129872756918,0.1184871222101304,0.03685131578636028,0.6989372253236055,279.63104260532606,1,"[1.6850895027937776]","[0.1184871222101304]","[100.0]","[3.5128666322015247]","[39]","[0.6256129872756918]","[7.5269612608135015]","[1858769492]","[3.671843220277451]","[279.63104260532606]","[0.6989372253236055]","[0.03685131578636028]"
4500,2.3749889774313346,23,0.9970064594087809,1.0921795544191801,1.2626354008684593,0.6142475374714665,0.09377527788937995,0.022193745024143337,0.6648583875719043,530.4601503167696,1,"[1.2626354008684593]","[0.09377527788937995]","[118.0]","[1.0921795544191801]","[23]","[0.6142475374714665]","[2.3749889774313346]","[559418649]","[0.9970064594087809]","[530.4601503167696]","[0.6648583875719043]","[0.022193745024143337]"
4500,4.459623196448967,49,0.1264240071288593,1.009078057465388,1.405548740137587,0.5752411633058244,0.07297963525524973,0.03361879755866516,0.7136708263107636,546.7721758707113,1,"[1.405548740137587]","[0.07297963525524973]","[122.0]","[1.009078057465388]","[49]","[0.5752411633058244]","[4.459623196448967]","[-1669552251]","[0.1264240071288593]","[546.7721758707113]","[0.7136708263107636]","[0.03361879755866516]"
4500,3.421550574084196,39,0.1,1.1939026600655236,1.0629826030485376,0.4875774673420034,0.05587808417997097,0.0569676075675315,0.848503820810439,661.4989114345741,1,"[1.0629826030485376]","[0.05587808417997097]","[101.0]","[1.1939026600655236]","[39]","[0.4875774673420034]","[3.421550574084196]","[1383501798]","[0.1]","[661.4989114345741]","[0.848503820810439]","[0.0569676075675315]"
4500,2.4480036822145053,33,0.3505146287235341,1.1505686489960205,1.4805804306951695,0.6013546439248709,0.0939793847901956,0.032770674404033126,0.6568551250910739,414.64089544144275,2,"[1.6035312495271374,1.3576296118632016]","[0.10242350458566675,0.08553526499472446]","[106.0,100.0]","[1.1505686489960205,1.1505686489960205]","[33,33]","[0.622214064338796,0.5804952235109457]","[2.4480036822145053,2.4480036822145053]","[-68125084,-425962190]","[0.3505146287235341,0.3505146287235341]","[369.272793944127,460.0089969387585]","[0.6536268813460387,0.6600833688361091]","[0.029554250686774905,0.03598709812129135]"
4500,2.68319474679632,34,0.8074372446141043,1.0,2.0314723310913836,0.8043581120369098,0.10512854317732367,0.023635164952750302,0.5646055894123521,452.3847856974957,1,"[2.0314723310913836]","[0.10512854317732367]","[112.0]","[1.0]","[34]","[0.8043581120369098]","[2.68319474679632]","[-69212266]","[0.8074372446141043]","[452.3847856974957]","[0.5646055894123521]","[0.023635164952750302]"
4500,5.407119514919553,46,0.8725263702688371,2.7988740015847284,1.9282098947776454,0.7175067271074497,0.11712722067862254,0.022288963666003102,0.5623300596788141,412.6330083391095,3,"[1.7292747836467994,1.9282098947776454,2.156718144537323]","[0.10547297297297298,0.11712722067862254,0.14157894736842105]","[109.0,105.0,106.0]","[2.7988740015847284,2.7988740015847284,2.7988740015847284]","[46,46,46]","[0.693687080120842,0.7175067271074497,0.8481228674976637]","[5.407119514919553,5.407119514919553,5.407119514919553]","[424747542,-1716734324,1273931423]","[0.8725263702688371,0.8725263702688371,0.8725263702688371]","[432.1304018406592,409.59363628731825,412.6330083391095]","[0.5987439736275881,0.5623300596788141,0.5235630254899251]","[0.022288963666003102,0.023360940921462802,0.020773922754716786]"
4500,3.2049238620591196,17,0.2860998133944929,1.8053464758093913,2.0325418523461627,0.7390851576292778,0.11031225400157439,0.023896558817831856,0.5988814220820857,381.7743858208974,1,"[2.0325418523461627]","[0.11031225400157439]","[102.0]","[1.8053464758093913]","[17]","[0.7390851576292778]","[3.2049238620591196]","[1510022056]","[0.2860998133944929]","[381.7743858208974]","[0.5988814220820857]","[0.023896558817831856]"
4500,6.3461567092465,28,0.23315660198421406,1.1695917553253015,1.0864976620377724,0.4970143059912313,0.06560646617330604,0.03588437794432744,0.7353154821686577,526.9571760907369,1,"[1.0864976620377724]","[0.06560646617330604]","[116.0]","[1.1695917553253015]","[28]","[0.4970143059912313]","[6.3461567092465]","[-510356369]","[0.23315660198421406]","[526.9571760907369]","[0.7353154821686577]","[0.03588437794432744]"
4500,3.485229679803184,44,0.22553092469387495,1.1894489095686862,1.373197104093569,0.605965301570478,0.08137430581266197,0.027972011754140647,0.6741897863200272,519.5239407549489,1,"[1.373197104093569]","[0.08137430581266197]","[110.0]","[1.1894489095686862]","[44]","[0.605965301570478]","[3.485229679803184]","[1068171632]","[0.22553092469387495]","[519.5239407549489]","[0.6741897863200272]","[0.027972011754140647]"
4500,2.649212995429517,30,0.8313160624770054,1.0,1.2947786738685152,0.5150575317999481,0.0659827248082004,0.040216340049538425,0.7557637906106205,528.0525785644907,4,"[1.0701481378841,1.2167207435963283,1.3728366041407019,1.3793382975934652]","[0.06374239062411105,0.06184060887061499,0.10335122995403025,0.06822305899228975]","[104.0,111.0,101.0,105.0]","[1.0,1.0,1.0,1.0]","[30,30,30,30]","[0.49200154328116175,0.5092148312321034,0.59666924441487,0.5209002323677927]","[2.649212995429517,2.649212995429517,2.649212995429517,2.649212995429517]","[1026984214,-124635021,-1360031678,-835418812]","[0.8313160624770054,0.8313160624770054,0.8313160624770054,0.8313160624770054]","[593.3812891996677,544.7089112160807,466.7126805948164,511.3962459129006]","[0.7927910220441409,0.7589523784533154,0.6837599675232153,0.7525752027679257]","[0.04514620708846339,0.03798470590084939,0.03663430303108829,0.04244797419822746]"
4500,2.785117139119537,27,0.6142360075612392,1.7226995494568735,1.2920043362912021,0.6338345771545021,0.08681488203266788,0.025285022340443743,0.6172663010875434,436.4518373296487,1,"[1.2920043362912021]","[0.08681488203266788]","[109.0]","[1.7226995494568735]","[27]","[0.6338345771545021]","[2.785117139119537]","[1051422343]","[0.6142360075612392]","[436.4518373296487]","[0.6172663010875434]","[0.025285022340443743]"
4500,5.503478104522898,20,3.298609515710127,1.0045190309074432,1.2890750076945954,0.4722028746860668,0.0559267732092351,0.04005083188124563,0.7510689056745203,603.0088168509953,2,"[1.202823239856471,1.3753267755327196]","[0.05285360079880628,0.05899994561966393]","[126.0,112.0]","[1.0045190309074432,1.0045190309074432]","[20,20]","[0.47889448344062663,0.46551126593150693]","[5.503478104522898,5.503478104522898]","[6259970,309397548]","[3.298609515710127,3.298609515710127]","[641.366392610984,564.6512410910068]","[0.7434146316371658,0.758723179711875]","[0.035603780324790224,0.04449788343770103]"
4500,8.476254736321637,21,0.1,1.0,1.1885305769485486,0.5239883596100129,0.050584843568095776,0.03681330351779253,0.742121878081724,743.0779308511885,1,"[1.1885305769485486]","[0.050584843568095776]","[132.0]","[1.0]","[21]","[0.5239883596100129]","[8.476254736321637]","[-1531354781]","[0.1]","[743.0779308511885]","[0.742121878081724]","[0.03681330351779253]"
4500,6.234994920257854,8,0.7113507341785196,1.5894032102818776,1.397176770178661,0.4946907206410323,0.07095367806517938,0.03659123777185736,0.690010045852828,492.4972608495743,1,"[1.397176770178661]","[0.07095367806517938]","[102.0]","[1.5894032102818776]","[8]","[0.4946907206410323]","[6.234994920257854]","[77330510]","[0.7113507341785196]","[492.4972608495743]","[0.690010045852828]","[0.03659123777185736]"
4500,1.6245189908684465,48,0.9361857000397074,1.3355527416024655,1.2902518875568243,0.6052060918074511,0.10432257500218664,0.032803605060730656,0.6598295628109142,338.5453140682243,1,"[1.2902518875568243]","[0.10432257500218664]","[101.0]","[1.3355527416024655]","[48]","[0.6052060918074511]","[1.6245189908684465]","[1682409717]","[0.9361857000397074]","[338.5453140682243]","[0.6598295628109142]","[0.032803605060730656]"
4500,9.843150015104086,15,4.0,1.001334647610008,1.408441859840901,0.5579509656820343,0.05679500317181476,0.038163957573409756,0.7511372287925766,633.4878773331708,1,"[1.408441859840901]","[0.05679500317181476]","[100.0]","[1.001334647610008]","[15]","[0.5579509656820343]","[9.843150015104086]","[810419792]","[4.0]","[633.4878773331708]","[0.7511372287925766]","[0.038163957573409756]"
4500,2.6208062507222767,24,0.9428976070602232,1.6867008347477879,1.3281473827952708,0.5743289912771348,0.09068250499163565,0.03132494183462179,0.6692973282695527,437.9652992962166,1,"[1.3281473827952708]","[0.09068250499163565]","[104.0]","[1.6867008347477879]","[24]","[0.5743289912771348]","[2.6208062507222767]","[-944422262]","[0.9428976070602232]","[437.9652992962166]","[0.6692973282695527]","[0.03132494183462179]"
4500,7.149599358621339,20,4.0,1.2723884539483894,1.1296905641772754,0.4829823615043675,0.05660102637546247,0.033122540931942425,0.7646293272745209,604.2217774748856,1,"[1.1296905641772754]","[0.05660102637546247]","[116.0]","[1.2723884539483894]","[20]","[0.4829823615043675]","[7.149599358621339]","[51259045]","[4.0]","[604.2217774748856]","[0.7646293272745209]","[0.033122540931942425]"
4500,8.29976438275171,39,2.25625913299204,1.0,1.0488757746268766,0.497322417359809,0.037288708586883025,0.1200325220208773,0.8834688600254749,1102.3635017523463,1,"[1.0488757746268766]","[0.037288708586883025]","[110.0]","[1.0]","[39]","[0.497322417359809]","[8.29976438275171]","[-1277446310]","[2.25625913299204]","[1102.3635017523463]","[0.8834688600254749]","[0.1200325220208773]"
4500,5.414916590387972,24,3.266146813024931,1.7605563352161138,1.181346090638329,0.5315239715719557,0.08247491036855512,0.032891811371418264,0.6827335397379217,434.2910255786636,2,"[1.1866180326172366,1.1760741486594215]","[0.088308137036603,0.07664168370050722]","[100.0,105.0]","[1.7605563352161138,1.7605563352161138]","[24,24]","[0.5294956742562833,0.5335522688876281]","[5.414916590387972,5.414916590387972]","[-20143596,864001528]","[3.266146813024931,3.266146813024931]","[371.30046252477894,497.28158863254833]","[0.6838601069749176,0.6816069725009257]","[0.03356358066996453,0.03222004207287199]"
4500,5.537919082781036,13,4.0,1.0000335388390917,1.2462070210108256,0.5578218751928723,0.0599243688132577,0.025823221287038185,0.6951049873107457,635.7027044554321,1,"[1.2462070210108256]","[0.0599243688132577]","[129.0]","[1.0000335388390917]","[13]","[0.5578218751928723]","[5.537919082781036]","[1651078256]","[4.0]","[635.7027044554321]","[0.6951049873107457]","[0.025823221287038185]"
4500,6.415342090946753,29,0.1,1.275349288148228,1.1858717333284405,0.4985451134669343,0.0634662981831097,0.04141174526312708,0.7438965623214908,507.5128970989355,3,"[1.4442376495524274,1.1858717333284405,1.0935508192611765]","[0.06804827363819853,0.06195368242276558,0.0634662981831097]","[105.0,116.0,111.0]","[1.275349288148228,1.275349288148228,1.275349288148228]","[29,29,29]","[0.5366641384159078,0.49399896540264765,0.4985451134669343]","[6.415342090946753,6.415342090946753,6.415342090946753]","[-1825470557,-563159724,1501676611]","[0.1,0.1,0.1]","[505.54336611660665,507.5128970989355,526.5521766093506]","[0.682278111952962,0.7719572789198929,0.7438965623214908]","[0.041603267887487506,0.03890085212022025,0.04141174526312708]"
4500,2.2844096333527673,22,0.15363644224033468,1.004954707402096,1.54563963658592,0.5946457497600408,0.09022142207409127,0.031575862471650985,0.61733417899177,486.7791285134301,2,"[1.7745087360605674,1.3167705371112723]","[0.10773150266971777,0.07271134147846477]","[105.0,123.0]","[1.004954707402096,1.004954707402096]","[22,22]","[0.6430302122581038,0.546261287261978]","[2.2844096333527673,2.2844096333527673]","[381049750,-2144414879]","[0.15363644224033468,0.15363644224033468]","[426.63567404854155,546.9225829783187]","[0.5756167177861546,0.6590516401973854]","[0.032649930724495825,0.030501794218806146]"
4500,3.6790655490404496,22,0.5724481368485008,1.858167786337776,1.2941834733433641,0.6024813461260209,0.1175190501506291,0.02821026729223052,0.5802720204469992,356.97358885731825,1,"[1.2941834733433641]","[0.1175190501506291]","[100.0]","[1.858167786337776]","[22]","[0.6024813461260209]","[3.6790655490404496]","[493577157]","[0.5724481368485008]","[356.97358885731825]","[0.5802720204469992]","[0.02821026729223052]"
4500,8.776016896466384,5,1.0144003312772902,1.1532734406087481,0.9956255095953958,0.4819155668133342,0.05719387755102041,0.04462444490272032,0.7610778949441529,604.012521325377,1,"[0.9956255095953958]","[0.05719387755102041]","[103.0]","[1.1532734406087481]","[5]","[0.4819155668133342]","[8.776016896466384]","[-1419915023]","[1.0144003312772902]","[604.012521325377]","[0.7610778949441529]","[0.04462444490272032]"
4500,8.757726534633964,17,0.7306237706175284,1.0323429047969543,1.0443261379815647,0.5195114257929139,0.044323517875667615,0.028107792756429124,0.7524902627807031,823.2329273963471,1,"[1.0443261379815647]","[0.044323517875667615]","[144.0]","[1.0323429047969543]","[17]","[0.5195114257929139]","[8.757726534633964]","[239822022]","[0.7306237706175284]","[823.2329273963471]","[0.7524902627807031]","[0.028107792756429124]"
4500,4.142467617830317,39,1.0556232459036083,1.0,1.0311676616200331,0.5324659177995898,0.05061532035216246,0.08434494018737429,0.819642570091462,773.9203973945523,1,"[1.0311676616200331]","[0.05061532035216246]","[101.0]","[1.0]","[39]","[0.5324659177995898]","[4.142467617830317]","[93607478]","[1.0556232459036083]","[773.9203973945523]","[0.819642570091462]","[0.08434494018737429]"
4500,3.1504925746454684,36,2.478429927732985,3.6863243578500215,2.2911260540020835,0.7984926022145309,0.1262396694214876,0.02123464384630745,0.4922582308580132,385.36425848658547,1,"[2.2911260540020835]","[0.1262396694214876]","[122.0]","[3.6863243578500215]","[36]","[0.7984926022145309]","[3.1504925746454684]","[-1179256027]","[2.478429927732985]","[385.36425848658547]","[0.4922582308580132]","[0.02123464384630745]"
4500,8.380379592398603,37,2.4918118641852183,1.0482516344455173,1.0908121143435465,0.5110876941996709,0.04907350980699918,0.03393318727549005,0.775826582418772,778.0424154780179,2,"[1.1324409805719902,1.0491832481151029]","[0.04484670580560992,0.053300313808388435]","[151.0,136.0]","[1.0482516344455173,1.0482516344455173]","[37,37]","[0.519643353217886,0.502532035181456]","[8.380379592398603,8.380379592398603]","[-571836459,1389560182]","[2.4918118641852183,2.4918118641852183]","[833.604916725289,722.4799142307469]","[0.7710129178182669,0.7806402470192771]","[0.03311569943803029,0.03475067511294981]"
4500,2.6561763740525466,26,0.8016551944132277,1.2776076520143338,1.582458375959788,0.6485821050705567,0.09149859943977591,0.02262014698990648,0.6279706487861225,456.7589705450823,1,"[1.582458375959788]","[0.09149859943977591]","[116.0]","[1.2776076520143338]","[26]","[0.6485821050705567]","[2.6561763740525466]","[97193121]","[0.8016551944132277]","[456.7589705450823]","[0.6279706487861225]","[0.02262014698990648]"
4500,10.0,7,2.7227560475137254,1.0,1.1704978292871946,0.5369042438551179,0.04640639776324987,0.03443470720500298,0.7469633230266846,883.6571729260762,1,"[1.1704978292871946]","[0.04640639776324987]","[148.0]","[1.0]","[7]","[0.5369042438551179]","[10.0]","[-375992401]","[2.7227560475137254]","[883.6571729260762]","[0.7469633230266846]","[0.03443470720500298]"
4500,6.191303466859899,38,0.22725158606070772,1.634630666702244,1.2589361841834388,0.5744371861967805,0.08120204603580562,0.03605956582696457,0.6933629521140328,487.12676487618756,1,"[1.2589361841834388]","[0.08120204603580562]","[103.0]","[1.634630666702244]","[38]","[0.5744371861967805]","[6.191303466859899]","[114505177]","[0.22725158606070772]","[487.12676487618756]","[0.6933629521140328]","[0.03605956582696457]"
4500,6.6536340776076015,3,1.014269248416871,2.6255632325895273,1.3126228579951729,0.5993324899989171,0.08002178875285329,0.024678144014264908,0.6286619141146585,458.6916912933842,1,"[1.3126228579951729]","[0.08002178875285329]","[115.0]","[2.6255632325895273]","[3]","[0.5993324899989171]","[6.6536340776076015]","[-1819089321]","[1.014269248416871]","[458.6916912933842]","[0.6286619141146585]","[0.024678144014264908]"
4500,5.688464834908678,22,0.8910062283199485,3.3578699515249144,2.021889269375111,0.7444063755792477,0.1214136302294197,0.02512385896171813,0.5308892091225025,366.1103794333729,1,"[2.021889269375111]","[0.1214136302294197]","[104.0]","[3.3578699515249144]","[22]","[0.7444063755792477]","[5.688464834908678]","[1398941713]","[0.8910062283199485]","[366.1103794333729]","[0.5308892091225025]","[0.02512385896171813]"
4500,4.190767956260363,8,1.450774127932025,1.0,1.2453741839587016,0.4541826781850497,0.06617750749162701,0.047961552389061815,0.7709378739343457,502.7633547464736,1,"[1.2453741839587016]","[0.06617750749162701]","[100.0]","[1.0]","[8]","[0.4541826781850497]","[4.190767956260363]","[-1423523715]","[1.450774127932025]","[502.7633547464736]","[0.7709378739343457]","[0.047961552389061815]"
4500,6.780272402594987,45,3.9688529358068636,1.0095624544074937,1.2680381317865375,0.542764107769935,0.05980253218969939,0.03560828005450808,0.7445682783880773,665.5643069916816,2,"[1.2120341816313538,1.3240420819417213]","[0.05315968818559492,0.06644537619380386]","[143.0,101.0]","[1.0095624544074937,1.0095624544074937]","[45,45]","[0.50401152819047,0.5815166873494001]","[6.780272402594987,6.780272402594987]","[-1656176293,1590501700]","[3.9688529358068636,3.9688529358068636]","[743.5117909334818,587.6168230498813]","[0.7590230365167289,0.7301135202594257]","[0.030895792394505715,0.040320767714510444]"
4500,2.6222795011680984,29,1.5061948080450158,1.0154758551503715,1.2012765107011147,0.5263131773116709,0.08608612440191388,0.03515620520237731,0.7265227096798064,435.5857995176722,3,"[1.2208482666488738,1.2012765107011147,1.1705973966005905]","[0.08608612440191388,0.08637580906488469,0.07727747815544128]","[103.0,106.0,118.0]","[1.0154758551503715,1.0154758551503715,1.0154758551503715]","[29,29,29]","[0.5479394624224051,0.5263131773116709,0.489191556882778]","[2.6222795011680984,2.6222795011680984,2.6222795011680984]","[-1691862104,-1773000913,1274775458]","[1.5061948080450158,1.5061948080450158,1.5061948080450158]","[412.3483640712008,435.5857995176722,465.63442077109676]","[0.6903957213790268,0.7265227096798064,0.7281623878300411]","[0.035050078256628814,0.03559038117169878,0.03515620520237731]"
4500,2.8542728047240153,26,2.0155057816738204,1.2270564170909957,1.6915912393658794,0.7759282638555073,0.1140882331023176,0.027364394280582287,0.5715139604052693,440.61569051681954,1,"[1.6915912393658794]","[0.1140882331023176]","[100.0]","[1.2270564170909957]","[26]","[0.7759282638555073]","[2.8542728047240153]","[427040456]","[2.0155057816738204]","[440.61569051681954]","[0.5715139604052693]","[0.027364394280582287]"
4500,7.645489585535129,24,0.5219492688335753,4.251290433143299,1.6060829880615062,0.6659763286479792,0.11425552128050508,0.026992733089514154,0.5739920967341017,326.53524803265555,2,"[1.478715700120047,1.7334502760029653]","[0.11347344857604776,0.1150375939849624]","[111.0,106.0]","[4.251290433143299,4.251290433143299]","[24,24]","[0.6090764076286187,0.7228762496673398]","[7.645489585535129,7.645489585535129]","[-48327876,2032078055]","[0.5219492688335753,0.5219492688335753]","[311.33584422647476,341.7346518388364]","[0.593883710132441,0.5541004833357623]","[0.027193129714923797,0.02679233646410451]"
4500,3.039956140181602,37,0.49394879080194265,1.1658491538939244,1.0773946459199644,0.5649317777138337,0.07491359978894604,0.029670207342133853,0.694402247363569,543.0727224855481,1,"[1.0773946459199644]","[0.07491359978894604]","[114.0]","[1.1658491538939244]","[37]","[0.5649317777138337]","[3.039956140181602]","[868204579]","[0.49394879080194265]","[543.0727224855481]","[0.694402247363569]","[0.029670207342133853]"
4500,6.566398034801062,29,1.0572456984114265,1.136410948226831,1.2856946399843057,0.5353318471764326,0.06763619365041784,0.03878078622444945,0.7594607143034672,577.5547694397296,1,"[1.2856946399843057]","[0.06763619365041784]","[115.0]","[1.136410948226831]","[29]","[0.5353318471764326]","[6.566398034801062]","[878504714]","[1.0572456984114265]","[577.5547694397296]","[0.7594607143034672]","[0.03878078622444945]"
4500,3.3346345399842034,46,1.0637267856749928,1.2423499089492147,1.2583709740568072,0.579659604533274,0.07560190840568336,0.024538375578786176,0.6730575615393899,518.7738215123338,2,"[1.3661774564304792,1.1505644916831352]","[0.08322245614035087,0.06798136067101584]","[113.0,124.0]","[1.2423499089492147,1.2423499089492147]","[46,46]","[0.5901844716485436,0.5691347374180044]","[3.3346345399842034,3.3346345399842034]","[783371011,-27660718]","[1.0637267856749928,1.0637267856749928]","[461.4905492413516,576.0570937833161]","[0.6281110363884491,0.7180040866903308]","[0.02523283226590267,0.02384391889166968]"
4500,3.543149675630288,20,0.1,1.067227945686718,1.2926165070946527,0.6042256927662791,0.09417933297977726,0.031085415587455048,0.6003859396801203,422.60957270187663,1,"[1.2926165070946527]","[0.09417933297977726]","[103.0]","[1.067227945686718]","[20]","[0.6042256927662791]","[3.543149675630288]","[-1334478147]","[0.1]","[422.60957270187663]","[0.6003859396801203]","[0.031085415587455048]"
4500,2.582634376505893,31,1.2946538245270562,1.1016888807957235,1.1104531742525166,0.5313595066332848,0.0697687728937729,0.042145488671535794,0.747747939335896,500.55927141466765,1,"[1.1104531742525166]","[0.0697687728937729]","[104.0]","[1.1016888807957235]","[31]","[0.5313595066332848]","[2.582634376505893]","[-528018395]","[1.2946538245270562]","[500.55927141466765]","[0.747747939335896]","[0.042145488671535794]"
4500,1.8881686281405015,21,2.6391320921582992,2.342993335268475,1.908360654428614,0.7284321118675214,0.10040295159505902,0.021661987993024507,0.547087518947341,429.21600480983705,1,"[1.908360654428614]","[0.10040295159505902]","[120.0]","[2.342993335268475]","[21]","[0.7284321118675214]","[1.8881686281405015]","[1159956290]","[2.6391320921582992]","[429.21600480983705]","[0.547087518947341]","[0.021661987993024507]"
4500,5.953779022853133,1,0.9051112611904499,1.2017123553918554,1.0970744521660472,0.5405678478997382,0.07226279829019555,0.035928152589190465,0.684034965003206,490.4250968900641,1,"[1.0970744521660472]","[0.07226279829019555]","[104.0]","[1.2017123553918554]","[1]","[0.5405678478997382]","[5.953779022853133]","[2031372766]","[0.9051112611904499]","[490.4250968900641]","[0.684034965003206]","[0.035928152589190465]"
4500,2.0597187053963446,6,0.896196555313337,1.0000094330960532,1.5045639639276747,0.5815961165576441,0.08022250748823277,0.027897273705256177,0.6271233966152061,454.72204883061886,1,"[1.5045639639276747]","[0.08022250748823277]","[112.0]","[1.0000094330960532]","[6]","[0.5815961165576441]","[2.0597187053963446]","[-241488960]","[0.896196555313337]","[454.72204883061886]","[0.6271233966152061]","[0.027897273705256177]"
4500,5.465714514909231,31,3.4196511358193074,2.6375445805614364,1.2164769353864,0.5479665203039176,0.097898433536276,0.03491004783457709,0.6994358599718744,370.2791234014196,2,"[1.2402523618662897,1.1927015089065105]","[0.10470029716605059,0.09109656990650142]","[100.0,101.0]","[2.6375445805614364,2.6375445805614364]","[31,31]","[0.5588580692214112,0.5370749713864239]","[5.465714514909231,5.465714514909231]","[-916991085,-1435082545]","[3.4196511358193074,3.4196511358193074]","[349.5132499957583,391.0449968070809]","[0.6747188773783981,0.7241528425653507]","[0.03462106864416569,0.03519902702498849]"
4500,6.806855387346938,43,1.0970198897862329,1.008609603174346,1.2629586924844884,0.5829081052244401,0.06384901648059542,0.03430304063001471,0.7169494216001026,678.9192194553992,1,"[1.2629586924844884]","[0.06384901648059542]","[113.0]","[1.008609603174346]","[43]","[0.5829081052244401]","[6.806855387346938]","[-1535979483]","[1.0970198897862329]","[678.9192194553992]","[0.7169494216001026]","[0.03430304063001471]"
4500,7.775097588686847,8,4.0,1.0,1.1505638734494292,0.4442479189356219,0.0536765576984998,0.04947997975686542,0.7658594858659525,616.2571496570528,2,"[0.9491722693087739,1.3519554775900846]","[0.04699005909606847,0.06036305630093113]","[114.0,110.0]","[1.0,1.0]","[8,8]","[0.4320650528783501,0.4564307849928937]","[7.775097588686847,7.775097588686847]","[-1182481441,1216170906]","[4.0,4.0]","[716.3802748665915,516.134024447514]","[0.80810727483803,0.7236116968938751]","[0.05623345336014373,0.042726506153587106]"
4500,1.0176911167110745,39,2.344820337081225,2.2353616649114914,1.4288101988300805,0.6599053221472394,0.10305314488800728,0.03769191813484442,0.683243991007584,373.1702876009959,1,"[1.4288101988300805]","[0.10305314488800728]","[100.0]","[2.2353616649114914]","[39]","[0.6599053221472394]","[1.0176911167110745]","[-1294631101]","[2.344820337081225]","[373.1702876009959]","[0.683243991007584]","[0.03769191813484442]"
4500,8.296811726408848,5,2.8615220712731952,1.020318549488738,1.2312507890395556,0.5395387379799854,0.05389885956784828,0.03073404903777212,0.754382714123584,719.5099609936923,1,"[1.2312507890395556]","[0.05389885956784828]","[131.0]","[1.020318549488738]","[5]","[0.5395387379799854]","[8.296811726408848]","[2113063839]","[2.8615220712731952]","[719.5099609936923]","[0.754382714123584]","[0.03073404903777212]"
