evolution$generation,maxNewLinksNumber,densityConf,breakdownHierarchy,breakdownThreshold,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,nwDiameter,meanBwCentrality,nwSize,breakdownThreshold,densityConf,meanPathLength,maxNewLinksNumber,replication,breakdownHierarchy,nwLength,meanRelativeSpeed,meanClosenessCentrality
4500,9.281429927370947,42,2.7790184815930954,1.016668195802693,1.0887604565839852,0.5039340426796722,0.04416345977643394,0.033066339836391845,0.7742072118217737,816.0518130864057,1,"[1.0887604565839852]","[0.04416345977643394]","[147.0]","[1.016668195802693]","[42]","[0.5039340426796722]","[9.281429927370947]","[45789665]","[2.7790184815930954]","[816.0518130864057]","[0.7742072118217737]","[0.033066339836391845]"
4500,4.409577828495042,30,1.210240117884058,1.0,1.2570203310881176,0.5312192598860029,0.06510505881009478,0.04404062151745829,0.7462481203440966,572.0573864222636,1,"[1.2570203310881176]","[0.06510505881009478]","[103.0]","[1.0]","[30]","[0.5312192598860029]","[4.409577828495042]","[-938181798]","[1.210240117884058]","[572.0573864222636]","[0.7462481203440966]","[0.04404062151745829]"
4500,3.049926695157839,33,3.5819365049929677,5.0,1.8950264023860108,0.799336593887543,0.1178475133773404,0.02209914575050493,0.5282454454233094,369.6091662781764,2,"[1.7942979730527597,1.995754831719262]","[0.12203581871345029,0.11365920804123052]","[121.0,118.0]","[5.0,5.0]","[33,33]","[0.810291659269508,0.7883815285055779]","[3.049926695157839,3.049926695157839]","[-2023919669,1502682317]","[3.5819365049929677,3.5819365049929677]","[371.4727517357737,367.7455808205791]","[0.5308370330559629,0.5256538577906561]","[0.02151034216583127,0.02268794933517859]"
4500,7.73895150445355,27,2.910025070192284,1.039095394858277,1.1379568379604317,0.4893545605261395,0.0528854763979884,0.031071143840416916,0.7361174700124461,721.2239566093185,2,"[1.1533301182998628,1.1225835576210008]","[0.05044464316764786,0.05532630962832894]","[139.0,131.0]","[1.039095394858277,1.039095394858277]","[27,27]","[0.4755500558057535,0.5031590652465255]","[7.73895150445355,7.73895150445355]","[733654720,-437330987]","[2.910025070192284,2.910025070192284]","[755.0924026815151,687.355510537122]","[0.7582337881198289,0.7140011519050633]","[0.03102875877763185,0.03111352890320198]"
4500,10.0,33,4.0,3.209250709926531,1.2764842092485837,0.5671075789755899,0.10579284750337381,0.030339086616226762,0.6317481750734207,375.6908976272734,1,"[1.2764842092485837]","[0.10579284750337381]","[102.0]","[3.209250709926531]","[33]","[0.5671075789755899]","[10.0]","[-198607595]","[4.0]","[375.6908976272734]","[0.6317481750734207]","[0.030339086616226762]"
4500,6.551976773894385,31,0.9946148979269976,1.6415475344943615,1.1490463838701592,0.4883320852383063,0.06864517061885482,0.04541734971690876,0.7817247869769208,534.9724184821403,1,"[1.1490463838701592]","[0.06864517061885482]","[103.0]","[1.6415475344943615]","[31]","[0.4883320852383063]","[6.551976773894385]","[-1554699940]","[0.9946148979269976]","[534.9724184821403]","[0.7817247869769208]","[0.04541734971690876]"
4500,6.563708846299602,27,2.3330565609504057,1.0281277755238156,1.0310397460231755,0.49178687047897063,0.04530859114139104,0.03409151911754005,0.761984265694341,758.1136402371231,1,"[1.0310397460231755]","[0.04530859114139104]","[150.0]","[1.0281277755238156]","[27]","[0.49178687047897063]","[6.563708846299602]","[-366969318]","[2.3330565609504057]","[758.1136402371231]","[0.761984265694341]","[0.03409151911754005]"
4500,5.451012980192539,16,2.050618221734181,1.0260278737345045,1.2705940057023175,0.5826624738746083,0.06686796491295124,0.030828113613936566,0.7506691859814207,607.1619698319054,1,"[1.2705940057023175]","[0.06686796491295124]","[114.0]","[1.0260278737345045]","[16]","[0.5826624738746083]","[5.451012980192539]","[-746967173]","[2.050618221734181]","[607.1619698319054]","[0.7506691859814207]","[0.030828113613936566]"
4500,8.118129256759559,37,4.0,1.0,1.3568006721811732,0.5718983130833017,0.06534337116663708,0.04670871662427865,0.7530926361516679,588.0730879867574,1,"[1.3568006721811732]","[0.06534337116663708]","[100.0]","[1.0]","[37]","[0.5718983130833017]","[8.118129256759559]","[-762650849]","[4.0]","[588.0730879867574]","[0.7530926361516679]","[0.04670871662427865]"
4500,2.905390558127711,22,0.7903585630160731,1.143341530880277,1.8227827694934402,0.639286795733275,0.09842579421526788,0.03047270986625659,0.6241392829176305,430.4482366121686,1,"[1.8227827694934402]","[0.09842579421526788]","[102.0]","[1.143341530880277]","[22]","[0.639286795733275]","[2.905390558127711]","[788814582]","[0.7903585630160731]","[430.4482366121686]","[0.6241392829176305]","[0.03047270986625659]"
4500,7.361446813238816,42,0.34212509191605933,1.560657631406385,1.355311456717261,0.5851663806153156,0.06422569027611044,0.024054978995213704,0.6891325324928343,582.2149564767864,1,"[1.355311456717261]","[0.06422569027611044]","[131.0]","[1.560657631406385]","[42]","[0.5851663806153156]","[7.361446813238816]","[-2107962193]","[0.34212509191605933]","[582.2149564767864]","[0.6891325324928343]","[0.024054978995213704]"
4500,8.340816186525212,33,2.6797586918282095,1.0,1.2382857309433826,0.49724281153951777,0.05576399929341106,0.03667067484387467,0.7222014157868877,694.9192886507263,1,"[1.2382857309433826]","[0.05576399929341106]","[117.0]","[1.0]","[33]","[0.49724281153951777]","[8.340816186525212]","[-1213441536]","[2.6797586918282095]","[694.9192886507263]","[0.7222014157868877]","[0.03667067484387467]"
4500,4.400173320182652,38,1.756719660363533,1.437203803732369,1.625541612909667,0.6174576261676095,0.09624336069531626,0.02993503604030277,0.6672333323667947,401.57577849766835,1,"[1.625541612909667]","[0.09624336069531626]","[105.0]","[1.437203803732369]","[38]","[0.6174576261676095]","[4.400173320182652]","[1224456058]","[1.756719660363533]","[401.57577849766835]","[0.6672333323667947]","[0.02993503604030277]"
4500,10.0,50,0.8554043395563163,1.0,1.0968273712840466,0.5236130394677685,0.06024747955862506,0.037819955103703,0.7541780375058581,601.8004929257726,1,"[1.0968273712840466]","[0.06024747955862506]","[110.0]","[1.0]","[50]","[0.5236130394677685]","[10.0]","[-883030204]","[0.8554043395563163]","[601.8004929257726]","[0.7541780375058581]","[0.037819955103703]"
4500,7.068219513005927,38,2.7378822713346755,1.0,1.2107579098239725,0.5780327179868386,0.06537932669511617,0.026154939550507118,0.6868444346366488,624.9445454992338,1,"[1.2107579098239725]","[0.06537932669511617]","[125.0]","[1.0]","[38]","[0.5780327179868386]","[7.068219513005927]","[316110895]","[2.7378822713346755]","[624.9445454992338]","[0.6868444346366488]","[0.026154939550507118]"
4500,7.406141378161703,8,2.4814691576529304,1.0106692153039978,1.0513996164572323,0.4403103755313487,0.04809563854441799,0.05462023272143172,0.7842225850932687,640.3452161096503,1,"[1.0513996164572323]","[0.04809563854441799]","[116.0]","[1.0106692153039978]","[8]","[0.4403103755313487]","[7.406141378161703]","[198662566]","[2.4814691576529304]","[640.3452161096503]","[0.7842225850932687]","[0.05462023272143172]"
4500,8.173680001332016,21,0.1,1.0,1.1435510058228098,0.49936616130107925,0.0475969591547481,0.036689568284297654,0.7530354599115696,731.7493192819552,1,"[1.1435510058228098]","[0.0475969591547481]","[136.0]","[1.0]","[21]","[0.49936616130107925]","[8.173680001332016]","[-301304680]","[0.1]","[731.7493192819552]","[0.7530354599115696]","[0.036689568284297654]"
4500,2.322695556683038,21,0.34938688402384827,1.675036504500782,1.9321563563404938,0.7768775783909364,0.14213985413985414,0.02433592275173735,0.530513304302461,343.5631846384893,1,"[1.9321563563404938]","[0.14213985413985414]","[106.0]","[1.675036504500782]","[21]","[0.7768775783909364]","[2.322695556683038]","[-728238244]","[0.34938688402384827]","[343.5631846384893]","[0.530513304302461]","[0.02433592275173735]"
4500,2.7213782650983758,45,0.5681224303760264,1.509668336935727,1.392955303502062,0.6190491725742028,0.09729636591478696,0.025583451788177083,0.6460645638620429,459.2517031061374,1,"[1.392955303502062]","[0.09729636591478696]","[106.0]","[1.509668336935727]","[45]","[0.6190491725742028]","[2.7213782650983758]","[-2087137003]","[0.5681224303760264]","[459.2517031061374]","[0.6460645638620429]","[0.025583451788177083]"
4500,1.5457371434780847,40,3.4471516762278376,1.048630000549146,1.5181909938922096,0.6771081463697375,0.08916536138867864,0.026065278958794628,0.6039223986778979,440.36364619530855,2,"[1.366279503803314,1.6701024839811052]","[0.08180925160799878,0.0965214711693585]","[115.0,103.0]","[1.048630000549146,1.048630000549146]","[40,40]","[0.6191059432026792,0.7351103495367957]","[1.5457371434780847,1.5457371434780847]","[369167071,-152513311]","[3.4471516762278376,3.4471516762278376]","[451.57554817878054,429.1517442118365]","[0.6315539533197743,0.5762908440360215]","[0.024078888423415504,0.028051669494173752]"
4500,2.851065816758193,16,0.8622722304113803,1.2234050058604282,1.3428917577372341,0.6058133591372828,0.09933824733824735,0.03242846026031704,0.714695856417287,416.10016144796987,1,"[1.3428917577372341]","[0.09933824733824735]","[101.0]","[1.2234050058604282]","[16]","[0.6058133591372828]","[2.851065816758193]","[-1365274742]","[0.8622722304113803]","[416.10016144796987]","[0.714695856417287]","[0.03242846026031704]"
4500,3.4176468139525893,17,4.0,1.417838107372555,1.4934362741851726,0.6632849755856839,0.09091769735837532,0.022727897947700772,0.6506499905209363,470.89927390844906,1,"[1.4934362741851726]","[0.09091769735837532]","[113.0]","[1.417838107372555]","[17]","[0.6632849755856839]","[3.4176468139525893]","[832261950]","[4.0]","[470.89927390844906]","[0.6506499905209363]","[0.022727897947700772]"
4500,2.2459044481848283,28,0.7630157031067711,1.1214989899288277,1.2335617861721657,0.5385235805657742,0.0884716295242611,0.030964126962493434,0.6496409190048871,432.5328738472154,1,"[1.2335617861721657]","[0.0884716295242611]","[107.0]","[1.1214989899288277]","[28]","[0.5385235805657742]","[2.2459044481848283]","[-24679925]","[0.7630157031067711]","[432.5328738472154]","[0.6496409190048871]","[0.030964126962493434]"
4500,1.0,6,1.8665285685043655,2.2695988231112953,1.2713023581493128,0.5477841626590346,0.1006003738855335,0.024782444805615495,0.6151520869277123,362.5602133303508,1,"[1.2713023581493128]","[0.1006003738855335]","[123.0]","[2.2695988231112953]","[6]","[0.5477841626590346]","[1.0]","[1330047748]","[1.8665285685043655]","[362.5602133303508]","[0.6151520869277123]","[0.024782444805615495]"
4500,3.246289950717191,20,0.5236789573559271,1.2092023356867065,1.5670224322227975,0.6736012481555929,0.08124339164146988,0.02419835560124234,0.5964170772328428,525.1511972958274,1,"[1.5670224322227975]","[0.08124339164146988]","[132.0]","[1.2092023356867065]","[20]","[0.6736012481555929]","[3.246289950717191]","[613958660]","[0.5236789573559271]","[525.1511972958274]","[0.5964170772328428]","[0.02419835560124234]"
4500,6.645930285618383,39,1.9965839387437654,1.0,1.1012868038008314,0.5347666104601269,0.04793558015172242,0.07484438108181274,0.851496559079075,733.0625117053214,1,"[1.1012868038008314]","[0.04793558015172242]","[102.0]","[1.0]","[39]","[0.5347666104601269]","[6.645930285618383]","[-273491538]","[1.9965839387437654]","[733.0625117053214]","[0.851496559079075]","[0.07484438108181274]"
4500,2.843508569755479,37,4.0,1.0,1.4165419121395186,0.6220543940382859,0.0762734145700197,0.03136560087409776,0.6792119502929629,579.9318708574153,1,"[1.4165419121395186]","[0.0762734145700197]","[114.0]","[1.0]","[37]","[0.6220543940382859]","[2.843508569755479]","[2094867481]","[4.0]","[579.9318708574153]","[0.6792119502929629]","[0.03136560087409776]"
4500,2.9192751034898916,39,1.4725620129134107,1.4510495436926922,1.0818373502691632,0.5094445660725211,0.0610312384677134,0.05137704088280325,0.8472626962837394,621.060404796039,1,"[1.0818373502691632]","[0.0610312384677134]","[101.0]","[1.4510495436926922]","[39]","[0.5094445660725211]","[2.9192751034898916]","[647814509]","[1.4725620129134107]","[621.060404796039]","[0.8472626962837394]","[0.05137704088280325]"
4500,3.7449818550221003,17,4.0,1.6502601385646973,1.6074798552079095,0.657889716613274,0.1072349014128241,0.023767773468723656,0.6506851963438429,384.8893906781611,1,"[1.6074798552079095]","[0.1072349014128241]","[110.0]","[1.6502601385646973]","[17]","[0.657889716613274]","[3.7449818550221003]","[-692046784]","[4.0]","[384.8893906781611]","[0.6506851963438429]","[0.023767773468723656]"
4500,2.784880181977026,32,0.8447381268585885,1.0,1.8582443826728992,0.7023529343939863,0.10324250695697054,0.02565063013424954,0.6198053833235955,475.32588865901204,1,"[1.8582443826728992]","[0.10324250695697054]","[112.0]","[1.0]","[32]","[0.7023529343939863]","[2.784880181977026]","[-525607246]","[0.8447381268585885]","[475.32588865901204]","[0.6198053833235955]","[0.02565063013424954]"
4500,2.581746929406119,28,1.617987882213609,1.2077090575027216,1.227051965914097,0.5124123730720718,0.09954445011048786,0.03525347794073827,0.6857665982036695,366.2366550541123,1,"[1.227051965914097]","[0.09954445011048786]","[101.0]","[1.2077090575027216]","[28]","[0.5124123730720718]","[2.581746929406119]","[475504316]","[1.617987882213609]","[366.2366550541123]","[0.6857665982036695]","[0.03525347794073827]"
4500,1.4859252934005736,33,0.8489640522856653,1.12998476168273,1.384387887141875,0.5613302253351474,0.0962996161265808,0.03077898912234366,0.6393228006310782,402.64576998756536,1,"[1.384387887141875]","[0.0962996161265808]","[107.0]","[1.12998476168273]","[33]","[0.5613302253351474]","[1.4859252934005736]","[-2058783903]","[0.8489640522856653]","[402.64576998756536]","[0.6393228006310782]","[0.03077898912234366]"
4500,1.0916917475736163,43,0.3002018553277882,1.1813808903873029,1.3969852556716313,0.6390755783576378,0.0828799767509445,0.022846030007176183,0.6547931167633751,462.6170761928021,1,"[1.3969852556716313]","[0.0828799767509445]","[114.0]","[1.1813808903873029]","[43]","[0.6390755783576378]","[1.0916917475736163]","[1303648203]","[0.3002018553277882]","[462.6170761928021]","[0.6547931167633751]","[0.022846030007176183]"
4500,3.413961356671896,9,2.5037369362752706,4.183743876563854,1.7350492582283707,0.7544175228763454,0.11297442573012416,0.019265228059843445,0.5431298967168503,408.57705929119976,1,"[1.7350492582283707]","[0.11297442573012416]","[119.0]","[4.183743876563854]","[9]","[0.7544175228763454]","[3.413961356671896]","[514902736]","[2.5037369362752706]","[408.57705929119976]","[0.5431298967168503]","[0.019265228059843445]"
4500,7.6285814420218445,4,0.3019159136728674,1.6989030400516654,1.2738884785806148,0.5836827824030414,0.0814490424534619,0.026068105120688665,0.7152521190756309,488.9559690250622,1,"[1.2738884785806148]","[0.0814490424534619]","[117.0]","[1.6989030400516654]","[4]","[0.5836827824030414]","[7.6285814420218445]","[-118918397]","[0.3019159136728674]","[488.9559690250622]","[0.7152521190756309]","[0.026068105120688665]"
4500,2.3459573133518132,38,2.521404542161709,1.4880915649937165,1.399988084059566,0.6230277394336573,0.09788274104063577,0.02800437431294766,0.656886766383014,396.15542036544537,1,"[1.399988084059566]","[0.09788274104063577]","[112.0]","[1.4880915649937165]","[38]","[0.6230277394336573]","[2.3459573133518132]","[1007639457]","[2.521404542161709]","[396.15542036544537]","[0.656886766383014]","[0.02800437431294766]"
4500,7.225893966709664,22,1.0174343324718889,1.2489382421822228,1.1547513873134054,0.4794454889555952,0.04998904260329095,0.03357343044500879,0.7704115564642159,688.5296548038974,1,"[1.1547513873134054]","[0.04998904260329095]","[137.0]","[1.2489382421822228]","[22]","[0.4794454889555952]","[7.225893966709664]","[-1703603966]","[1.0174343324718889]","[688.5296548038974]","[0.7704115564642159]","[0.03357343044500879]"
4500,2.7056844237818316,18,0.8371003926567124,1.223346302806642,1.263488225529676,0.6005087840160395,0.07083023082650781,0.028498430027391403,0.6987700469066548,540.0552262389217,1,"[1.263488225529676]","[0.07083023082650781]","[118.0]","[1.223346302806642]","[18]","[0.6005087840160395]","[2.7056844237818316]","[859217876]","[0.8371003926567124]","[540.0552262389217]","[0.6987700469066548]","[0.028498430027391403]"
4500,5.654369563080227,43,1.1186586480689715,3.602228265306143,1.7541128634807035,0.7549785402609483,0.12848449075109183,0.02120417486769041,0.596335220336295,363.94591425650316,2,"[1.4615299212992687,2.046695805662138]","[0.11050008198065257,0.1464688995215311]","[108.0,111.0]","[3.602228265306143,3.602228265306143]","[43,43]","[0.710640186913216,0.7993168936086807]","[5.654369563080227,5.654369563080227]","[-1723669516,1074083839]","[1.1186586480689715,1.1186586480689715]","[366.31034974278595,361.5814787702204]","[0.6098107495841323,0.5828596910884578]","[0.02169873101325317,0.02070961872212765]"
4500,5.162631030268244,8,0.8680505352488483,1.030428077377717,1.1916969221824298,0.435979920557992,0.06674393324678266,0.038987850257720974,0.7156742247522498,521.2024381548741,2,"[1.2938805896455168,1.0895132547193431]","[0.0737046302578019,0.0597832362357634]","[106.0,116.0]","[1.030428077377717,1.030428077377717]","[8,8]","[0.46275110239193107,0.40920873872405295]","[5.162631030268244,5.162631030268244]","[-2139381565,-1499444324]","[0.8680505352488483,0.8680505352488483]","[488.83407157801315,553.570804731735]","[0.7006742260481464,0.7306742234563531]","[0.04065832875600243,0.03731737175943951]"
4500,5.490574578700421,24,3.2035070466445705,1.9006929022333776,1.0478258941305445,0.4984582466525264,0.08167513645774516,0.035345668357904814,0.7104145848031015,391.0858402411402,1,"[1.0478258941305445]","[0.08167513645774516]","[101.0]","[1.9006929022333776]","[24]","[0.4984582466525264]","[5.490574578700421]","[1541471616]","[3.2035070466445705]","[391.0858402411402]","[0.7104145848031015]","[0.035345668357904814]"
4500,2.141530167751659,42,0.24288585755573974,1.061586994887844,1.3761463927395161,0.5677641960879886,0.08892389424264888,0.03188971535919684,0.7063071123179293,435.6709662540766,1,"[1.3761463927395161]","[0.08892389424264888]","[102.0]","[1.061586994887844]","[42]","[0.5677641960879886]","[2.141530167751659]","[-550636616]","[0.24288585755573974]","[435.6709662540766]","[0.7063071123179293]","[0.03188971535919684]"
4500,5.430107898013864,8,0.1,1.0156080771722944,1.274318620220313,0.4684044052203728,0.057897776087660745,0.04450331121410083,0.7603648694984322,536.9883577353118,1,"[1.274318620220313]","[0.057897776087660745]","[111.0]","[1.0156080771722944]","[8]","[0.4684044052203728]","[5.430107898013864]","[-2080585562]","[0.1]","[536.9883577353118]","[0.7603648694984322]","[0.04450331121410083]"
4500,7.2762869965467765,24,1.4911515895401635,1.4765702144739214,1.0120163622472904,0.49164948805763387,0.05530753968253968,0.03552702318464244,0.7413662260225216,680.4227015569015,1,"[1.0120163622472904]","[0.05530753968253968]","[116.0]","[1.4765702144739214]","[24]","[0.49164948805763387]","[7.2762869965467765]","[1341222376]","[1.4911515895401635]","[680.4227015569015]","[0.7413662260225216]","[0.03552702318464244]"
4500,3.5693468426140003,9,0.7856064443207184,1.0,1.3734748294214034,0.6185798199055115,0.07626659055230484,0.02623158168120077,0.6462431304582887,588.6431971166503,1,"[1.3734748294214034]","[0.07626659055230484]","[120.0]","[1.0]","[9]","[0.6185798199055115]","[3.5693468426140003]","[1810082884]","[0.7856064443207184]","[588.6431971166503]","[0.6462431304582887]","[0.02623158168120077]"
4500,6.65138572955433,50,4.0,1.000533107732372,1.3006743804516754,0.5724175516928076,0.059912673409605925,0.0271193327430951,0.6887580190122359,707.7898442865576,1,"[1.3006743804516754]","[0.059912673409605925]","[128.0]","[1.000533107732372]","[50]","[0.5724175516928076]","[6.65138572955433]","[-944857757]","[4.0]","[707.7898442865576]","[0.6887580190122359]","[0.0271193327430951]"
4500,2.319071701286801,7,0.3431128256462166,1.5943654315457505,1.331175278724247,0.5863648373018499,0.0815219737989758,0.026052301629734213,0.6547644825687887,399.2902424644291,1,"[1.331175278724247]","[0.0815219737989758]","[116.0]","[1.5943654315457505]","[7]","[0.5863648373018499]","[2.319071701286801]","[1014336292]","[0.3431128256462166]","[399.2902424644291]","[0.6547644825687887]","[0.026052301629734213]"
4500,2.684182622755445,42,0.8474314988964481,1.2138679996278166,1.428485059619608,0.6355385580171435,0.08612555177221967,0.024752738551454944,0.632293890897329,456.2559827598478,2,"[1.4035976432305168,1.453372476008699]","[0.08822507695747132,0.08402602658696803]","[109.0,118.0]","[1.2138679996278166,1.2138679996278166]","[42,42]","[0.6161699404011495,0.6549071756331375]","[2.684182622755445,2.684182622755445]","[95845626,-2124755266]","[0.8474314988964481,0.8474314988964481]","[434.66826359204816,477.8437019276475]","[0.6411947296321184,0.6233930521625395]","[0.025466526044286723,0.024038951058623165]"
4500,1.4451716560518864,36,0.8305751372916867,1.2839496156035821,1.6047711714587156,0.5639740459481568,0.10077137938631732,0.028162696972196557,0.6217700153491021,377.61258836203206,2,"[1.3317834711751426,1.8777588717422886]","[0.09409506672664568,0.10744769204598896]","[111.0,107.0]","[1.2839496156035821,1.2839496156035821]","[36,36]","[0.5245449152118291,0.6034031766844844]","[1.4451716560518864,1.4451716560518864]","[547661566,401637803]","[0.8305751372916867,0.8305751372916867]","[386.3352388789147,368.88993784514935]","[0.6447503586770224,0.5987896720211818]","[0.028223049505934374,0.02810234443845874]"
4500,4.0770819657644495,22,1.8327787122495225,1.5172655197130056,1.182188362071757,0.5513378377229781,0.09475838719606033,0.029482576422419974,0.6378187450081066,411.84645067620323,1,"[1.182188362071757]","[0.09475838719606033]","[108.0]","[1.5172655197130056]","[22]","[0.5513378377229781]","[4.0770819657644495]","[862268726]","[1.8327787122495225]","[411.84645067620323]","[0.6378187450081066]","[0.029482576422419974]"
4500,7.4470041249572,28,0.8873124411737264,1.70238441521795,1.3856471731635072,0.5360212951487303,0.08671771771771772,0.03661727762443909,0.7138659725134976,449.4636881474646,1,"[1.3856471731635072]","[0.08671771771771772]","[105.0]","[1.70238441521795]","[28]","[0.5360212951487303]","[7.4470041249572]","[-1141437333]","[0.8873124411737264]","[449.4636881474646]","[0.7138659725134976]","[0.03661727762443909]"
4500,4.792357860618317,43,0.9243046209246096,3.340793138672126,1.6634488907124512,0.8142257744629364,0.11981587632447456,0.021130210875905706,0.5621858620048698,381.10152060974997,1,"[1.6634488907124512]","[0.11981587632447456]","[102.0]","[3.340793138672126]","[43]","[0.8142257744629364]","[4.792357860618317]","[-1556854379]","[0.9243046209246096]","[381.10152060974997]","[0.5621858620048698]","[0.021130210875905706]"
4500,6.765887335733808,30,0.2198491524537387,1.5178277530420168,1.048211374135322,0.46003757541158175,0.07323021257349616,0.045695112974617154,0.7705523368126791,505.66080610775873,1,"[1.048211374135322]","[0.07323021257349616]","[102.0]","[1.5178277530420168]","[30]","[0.46003757541158175]","[6.765887335733808]","[543419051]","[0.2198491524537387]","[505.66080610775873]","[0.7705523368126791]","[0.045695112974617154]"
4500,1.216949846430728,27,0.8762341059336529,1.1657648653750292,1.7682993052045994,0.758475520049391,0.11661881977671451,0.023800744338086807,0.535380366703585,404.9361445936565,1,"[1.7682993052045994]","[0.11661881977671451]","[107.0]","[1.1657648653750292]","[27]","[0.758475520049391]","[1.216949846430728]","[1435027752]","[0.8762341059336529]","[404.9361445936565]","[0.535380366703585]","[0.023800744338086807]"
4500,3.035540290333857,50,2.8291274182024355,1.0531534743491944,1.6017799229437224,0.5938137579500214,0.07001659554291133,0.022663513314890565,0.66872879145673,567.6288557425983,1,"[1.6017799229437224]","[0.07001659554291133]","[128.0]","[1.0531534743491944]","[50]","[0.5938137579500214]","[3.035540290333857]","[-942650301]","[2.8291274182024355]","[567.6288557425983]","[0.66872879145673]","[0.022663513314890565]"
4500,7.848389562736198,20,2.591237726492586,1.0034019678629047,1.0672220079269057,0.4703891500007971,0.05119150990701517,0.03937994107332604,0.769054390723443,672.5224637049628,2,"[1.048501079746172,1.0859429361076394]","[0.05255973520813703,0.049823284605893296]","[140.0,112.0]","[1.0034019678629047,1.0034019678629047]","[20,20]","[0.5068336292112106,0.4339446707903837]","[7.848389562736198,7.848389562736198]","[-1554296170,-413082647]","[2.591237726492586,2.591237726492586]","[727.0024991066451,618.0424283032805]","[0.7434755697275504,0.7946332117193355]","[0.029924582081825357,0.04883530006482672]"
4500,8.1008370560602,19,3.9344888063111854,1.0781545388431792,1.5851727668761184,0.5908558857594813,0.06036872814389768,0.03465638825608905,0.7135212137641002,669.8440284471491,1,"[1.5851727668761184]","[0.06036872814389768]","[122.0]","[1.0781545388431792]","[19]","[0.5908558857594813]","[8.1008370560602]","[258422832]","[3.9344888063111854]","[669.8440284471491]","[0.7135212137641002]","[0.03465638825608905]"
4500,4.8900569045837,29,1.7567527451145346,1.4339033263486747,1.291800031848429,0.562035036621299,0.089864473168821,0.038052741807813394,0.6724693771387216,434.07116377018633,1,"[1.291800031848429]","[0.089864473168821]","[101.0]","[1.4339033263486747]","[29]","[0.562035036621299]","[4.8900569045837]","[-525679389]","[1.7567527451145346]","[434.07116377018633]","[0.6724693771387216]","[0.038052741807813394]"
4500,7.154012295467991,6,2.9797957205780725,1.0170258349659922,1.2308571320484107,0.5409448509939646,0.062264972776769505,0.03216645979089781,0.6869110505937838,587.0334981887173,1,"[1.2308571320484107]","[0.062264972776769505]","[119.0]","[1.0170258349659922]","[6]","[0.5409448509939646]","[7.154012295467991]","[-1241448358]","[2.9797957205780725]","[587.0334981887173]","[0.6869110505937838]","[0.03216645979089781]"
4500,2.7465560661878765,41,0.1,1.6422571150399818,1.7632217260079197,0.8011993075970231,0.11329347046161205,0.02173440027002982,0.5822640532483011,427.16387409883794,1,"[1.7632217260079197]","[0.11329347046161205]","[109.0]","[1.6422571150399818]","[41]","[0.8011993075970231]","[2.7465560661878765]","[-1435918148]","[0.1]","[427.16387409883794]","[0.5822640532483011]","[0.02173440027002982]"
4500,8.811316549330803,31,3.1894623683842713,1.0000059531508683,1.0081153161025036,0.46452836127339486,0.04072627879734479,0.08337507899148161,0.8556080869716862,895.8956206520907,1,"[1.0081153161025036]","[0.04072627879734479]","[110.0]","[1.0000059531508683]","[31]","[0.46452836127339486]","[8.811316549330803]","[-233794430]","[3.1894623683842713]","[895.8956206520907]","[0.8556080869716862]","[0.08337507899148161]"
4500,1.0,6,0.8246377561139164,1.2171802860758825,1.2281138717085585,0.5974391532597427,0.0980325814536341,0.029656251921746153,0.6193804963932668,432.4402956195679,1,"[1.2281138717085585]","[0.0980325814536341]","[105.0]","[1.2171802860758825]","[6]","[0.5974391532597427]","[1.0]","[22381433]","[0.8246377561139164]","[432.4402956195679]","[0.6193804963932668]","[0.029656251921746153]"
4500,9.94189199284678,16,0.3361094099540099,1.0,1.0809976696105132,0.5307938734589293,0.04963936586973236,0.03718726508747247,0.7949755833097004,867.2715008900398,1,"[1.0809976696105132]","[0.04963936586973236]","[131.0]","[1.0]","[16]","[0.5307938734589293]","[9.94189199284678]","[852600270]","[0.3361094099540099]","[867.2715008900398]","[0.7949755833097004]","[0.03718726508747247]"
4500,10.0,23,0.7133639365892931,1.0093588649967915,1.156979416858751,0.5239989229495557,0.05819152355811847,0.04064550408131634,0.731291086389404,674.7063687998973,1,"[1.156979416858751]","[0.05819152355811847]","[106.0]","[1.0093588649967915]","[23]","[0.5239989229495557]","[10.0]","[1909127771]","[0.7133639365892931]","[674.7063687998973]","[0.731291086389404]","[0.04064550408131634]"
4500,7.316204030643937,6,0.794462345535325,1.2542847103245127,1.1361631944152644,0.5015638870979777,0.0598972623620511,0.035769830721641985,0.6919116450524758,600.2121417446145,1,"[1.1361631944152644]","[0.0598972623620511]","[122.0]","[1.2542847103245127]","[6]","[0.5015638870979777]","[7.316204030643937]","[1011781607]","[0.794462345535325]","[600.2121417446145]","[0.6919116450524758]","[0.035769830721641985]"
4500,3.9229538197870704,47,0.8098524948981679,1.0115727127922076,1.2348357507618972,0.5193739991849503,0.0644723087309711,0.03557165182569222,0.7346201537879831,519.965769983573,1,"[1.2348357507618972]","[0.0644723087309711]","[111.0]","[1.0115727127922076]","[47]","[0.5193739991849503]","[3.9229538197870704]","[-716609510]","[0.8098524948981679]","[519.965769983573]","[0.7346201537879831]","[0.03557165182569222]"
