evolution$generation,evolution$evaluated,maxNewLinksNumber,densityConf,costTradeoff,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,nwDiameter,meanBwCentrality,densityConf,nwLength,meanPathLength,nwSize,costTradeoff,maxNewLinksNumber,replication,meanRelativeSpeed,meanClosenessCentrality
3000,3000,17.184652087272873,24,0.040198075023489134,1.7173963954619096,0.6303594665784634,0.0709576984923512,0.03785599161437878,0.6659065796137115,538.4989969228313,2,"[1.5375147611320552,1.897278029791764]","[0.07094912256202579,0.07096627442267663]","[24,24]","[543.2966289884657,533.7013648571968]","[0.6096818084592613,0.6510371246976655]","[101.0,101.0]","[0.040198075023489134,0.040198075023489134]","[17.184652087272873,17.184652087272873]","[-2048660123,-348644096]","[0.6791632975195313,0.6526498617078916]","[0.037505140514182814,0.03820684271457475]"
3000,3000,20.0,22,0.029961454656006817,1.9760569266999297,0.7171154763779396,0.06598872106982329,0.030509586418207436,0.5616830135888489,565.7564319770426,1,"[1.9760569266999297]","[0.06598872106982329]","[22]","[565.7564319770426]","[0.7171154763779396]","[125.0]","[0.029961454656006817]","[20.0]","[1872863968]","[0.5616830135888489]","[0.030509586418207436]"
3000,3000,18.200465590368953,40,0.036291916831500785,1.4525790424353404,0.6210505643849499,0.06497729253289122,0.028528051678306816,0.6559218566577518,587.4506005631192,2,"[1.5033418936072176,1.4018161912634632]","[0.06888267452018769,0.06107191054559476]","[40,40]","[554.4672375270821,620.4339635991563]","[0.6215994981345956,0.6205016306353042]","[109.0,117.0]","[0.036291916831500785,0.036291916831500785]","[18.200465590368953,18.200465590368953]","[1410748848,1559003980]","[0.6452961183453381,0.6665475949701656]","[0.0305659611206014,0.026490142236012232]"
3000,3000,9.962827042422404,35,0.03983721984998009,1.907495516307172,0.7502464180395855,0.09620592590376764,0.025457249170110212,0.5827725943921465,428.4172672945932,2,"[1.738067430756551,2.0769236018577932]","[0.09361607761607763,0.09879577419145764]","[35,35]","[413.9709502951947,442.8635842939917]","[0.7311293231032537,0.7693635129759172]","[106.0,112.0]","[0.03983721984998009,0.03983721984998009]","[9.962827042422404,9.962827042422404]","[507915693,385701016]","[0.5745830225041033,0.5909621662801896]","[0.026152516981765107,0.024761981358455313]"
3000,3000,6.995758528096562,22,0.049136527858669475,1.7426016024613293,0.5889486534377091,0.09389766081871345,0.032312238991400816,0.5928565255532925,373.4294361870437,1,"[1.7426016024613293]","[0.09389766081871345]","[22]","[373.4294361870437]","[0.5889486534377091]","[104.0]","[0.049136527858669475]","[6.995758528096562]","[-86240671]","[0.5928565255532925]","[0.032312238991400816]"
3000,3000,17.12896187846287,16,0.039668150370878986,1.4704795755062638,0.7129182411442855,0.06370521094447475,0.02805405030191874,0.6256099265900147,521.888291132021,3,"[1.4704795755062638,2.4091200024625015,1.4642569582476428]","[0.06370521094447475,0.08016620498614958,0.06160146629245661]","[16,16,16]","[510.25941414281914,521.888291132021,533.1191019430896]","[0.7129182411442855,0.8461092863307568,0.6743246646955198]","[108.0,110.0,117.0]","[0.039668150370878986,0.039668150370878986,0.039668150370878986]","[17.12896187846287,17.12896187846287,17.12896187846287]","[73438381,-1487097791,-599092286]","[0.6256099265900147,0.5977595324073444,0.652286359103903]","[0.02989664819210822,0.02805405030191874,0.027823881499161564]"
3000,3000,16.858973409948725,35,0.03965308370216217,1.6909380704274657,0.7498490675431444,0.06747973381730187,0.027074048581570948,0.6068274265171747,514.0335410494779,1,"[1.6909380704274657]","[0.06747973381730187]","[35]","[514.0335410494779]","[0.7498490675431444]","[101.0]","[0.03965308370216217]","[16.858973409948725]","[-311340250]","[0.6068274265171747]","[0.027074048581570948]"
3000,3000,17.05483736043459,47,0.03472733051157517,1.8429725586233383,0.7022453610303488,0.06925019555257571,0.02967345902886419,0.6077540838917926,510.00088516349854,1,"[1.8429725586233383]","[0.06925019555257571]","[47]","[510.00088516349854]","[0.7022453610303488]","[107.0]","[0.03472733051157517]","[17.05483736043459]","[597970715]","[0.6077540838917926]","[0.02967345902886419]"
3000,3000,17.50533638287116,8,0.03913337552944751,1.3153163446989977,0.5605487177257957,0.05819010021257212,0.03829082551728488,0.6509645269871634,501.3228414134025,1,"[1.3153163446989977]","[0.05819010021257212]","[8]","[501.3228414134025]","[0.5605487177257957]","[110.0]","[0.03913337552944751]","[17.50533638287116]","[-1925516029]","[0.6509645269871634]","[0.03829082551728488]"
3000,3000,16.92651414843784,19,0.039091547273478904,1.5189507102519086,0.5962623995906003,0.06998207049508234,0.03290455485919568,0.6475649698226216,471.57604772861544,1,"[1.5189507102519086]","[0.06998207049508234]","[19]","[471.57604772861544]","[0.5962623995906003]","[109.0]","[0.039091547273478904]","[16.92651414843784]","[546305]","[0.6475649698226216]","[0.03290455485919568]"
3000,3000,16.82843897566857,15,0.03126945708730632,2.2634419181913854,0.7393572557763383,0.08182154757497223,0.023668094588621902,0.6070232354616508,532.5224554555367,1,"[2.2634419181913854]","[0.08182154757497223]","[15]","[532.5224554555367]","[0.7393572557763383]","[113.0]","[0.03126945708730632]","[16.82843897566857]","[1485658018]","[0.6070232354616508]","[0.023668094588621902]"
3000,3000,15.810514225259416,6,0.04984881301501427,1.8859917855739994,0.6145833299628013,0.0796968612006206,0.03425959321189718,0.6208716758006766,435.5247165341289,1,"[1.8859917855739994]","[0.0796968612006206]","[6]","[435.5247165341289]","[0.6145833299628013]","[104.0]","[0.04984881301501427]","[15.810514225259416]","[-1245193878]","[0.6208716758006766]","[0.03425959321189718]"
3000,3000,6.156432418119289,33,0.0483461085389337,1.5369269056896142,0.6470021253181887,0.0948587570621469,0.03187432541790105,0.6101208140764915,349.16066176743004,1,"[1.5369269056896142]","[0.0948587570621469]","[33]","[349.16066176743004]","[0.6470021253181887]","[101.0]","[0.0483461085389337]","[6.156432418119289]","[-918805581]","[0.6101208140764915]","[0.03187432541790105]"
3000,3000,14.552402981880372,46,0.033812910078349606,1.229440895062608,0.6101299866893471,0.06523040935672515,0.024694075598748588,0.6622086323188724,574.4131374175679,1,"[1.229440895062608]","[0.06523040935672515]","[46]","[574.4131374175679]","[0.6101299866893471]","[108.0]","[0.033812910078349606]","[14.552402981880372]","[-1352272142]","[0.6622086323188724]","[0.024694075598748588]"
3000,3000,4.011378725702347,11,0.04773419304085272,1.7161480457239462,0.7236570399496047,0.09935269207501511,0.024589422034258162,0.5958340004632825,399.429379723316,1,"[1.7161480457239462]","[0.09935269207501511]","[11]","[399.429379723316]","[0.7236570399496047]","[104.0]","[0.04773419304085272]","[4.011378725702347]","[575876919]","[0.5958340004632825]","[0.024589422034258162]"
3000,3000,4.0,46,0.04688906340800014,2.142871943315066,0.6821748255823503,0.1087604846225536,0.024517970913294804,0.6051163921698254,400.6203670417601,1,"[2.142871943315066]","[0.1087604846225536]","[46]","[400.6203670417601]","[0.6821748255823503]","[105.0]","[0.04688906340800014]","[4.0]","[943611238]","[0.6051163921698254]","[0.024517970913294804]"
3000,3000,13.953272963144647,18,0.0410885482278747,1.4039290317608133,0.6835946195940199,0.0681100332394277,0.026016268133739702,0.5979588677227541,452.6186422743009,1,"[1.4039290317608133]","[0.0681100332394277]","[18]","[452.6186422743009]","[0.6835946195940199]","[118.0]","[0.0410885482278747]","[13.953272963144647]","[-767327922]","[0.5979588677227541]","[0.026016268133739702]"
3000,3000,5.758147158677942,39,0.04286036072682081,1.3553519806914565,0.6812090744436566,0.0792733066091068,0.06384566696551414,0.7204076657625629,360.3766012492754,1,"[1.3553519806914565]","[0.0792733066091068]","[39]","[360.3766012492754]","[0.6812090744436566]","[69.0]","[0.04286036072682081]","[5.758147158677942]","[-483982750]","[0.7204076657625629]","[0.06384566696551414]"
3000,3000,10.59167786611235,48,0.03706090589767203,1.8886813623712686,0.7539975379168715,0.09299267987651118,0.02817077514798879,0.5956943163091465,388.430438016127,1,"[1.8886813623712686]","[0.09299267987651118]","[48]","[388.430438016127]","[0.7539975379168715]","[103.0]","[0.03706090589767203]","[10.59167786611235]","[1647983334]","[0.5956943163091465]","[0.02817077514798879]"
3000,3000,15.513472954728519,30,0.023114304986553362,1.5560749229068518,0.6097513684689162,0.06543736964789597,0.04054226334957493,0.6972967108096457,584.1795226107831,1,"[1.5560749229068518]","[0.06543736964789597]","[30]","[584.1795226107831]","[0.6097513684689162]","[108.0]","[0.023114304986553362]","[15.513472954728519]","[206857308]","[0.6972967108096457]","[0.04054226334957493]"
3000,3000,16.588193384294918,30,0.03929889757088128,1.8401967773688486,0.7969872176766821,0.07141204490756806,0.03916899206252309,0.5934085747794646,514.8244282849463,2,"[1.8768830635542533,1.803510491183444]","[0.06753959276018098,0.07528449705495512]","[30,30]","[500.87277205785364,528.7760845120389]","[0.8280027976153803,0.765971637737984]","[100.0,105.0]","[0.03929889757088128,0.03929889757088128]","[16.588193384294918,16.588193384294918]","[1046741510,-2005340372]","[0.5891566190588462,0.5976605305000832]","[0.040933632150924784,0.0374043519741214]"
3000,3000,14.791138014708359,48,0.0397157558994597,1.7747752503054923,0.8046603577220899,0.07736237144585602,0.026985603942327786,0.5673060630816601,497.79105958301176,1,"[1.7747752503054923]","[0.07736237144585602]","[48]","[497.79105958301176]","[0.8046603577220899]","[102.0]","[0.0397157558994597]","[14.791138014708359]","[1802395829]","[0.5673060630816601]","[0.026985603942327786]"
3000,3000,17.01541418537273,6,0.039326005983427975,2.0311003084355637,0.7065198036368087,0.08326541036341506,0.03700359572347548,0.5953788319068337,458.260205247966,1,"[2.0311003084355637]","[0.08326541036341506]","[6]","[458.260205247966]","[0.7065198036368087]","[100.0]","[0.039326005983427975]","[17.01541418537273]","[-306775745]","[0.5953788319068337]","[0.03700359572347548]"
3000,3000,20.0,43,0.03898136827880978,1.8330246196430537,0.7124156630889704,0.06371337295789761,0.026513827791443925,0.6309374163441946,614.0050277224377,1,"[1.8330246196430537]","[0.06371337295789761]","[43]","[614.0050277224377]","[0.7124156630889704]","[109.0]","[0.03898136827880978]","[20.0]","[-586067278]","[0.6309374163441946]","[0.026513827791443925]"
3000,3000,17.593669618232916,39,0.017922818011392755,1.5695439884088542,0.7259192123189467,0.032044116551158804,0.11112330181295017,0.7366681696284423,708.003114988995,1,"[1.5695439884088542]","[0.032044116551158804]","[39]","[708.003114988995]","[0.7259192123189467]","[97.0]","[0.017922818011392755]","[17.593669618232916]","[587320484]","[0.7366681696284423]","[0.11112330181295017]"
3000,3000,19.57065615329192,18,0.03851293793562201,2.0880979215341227,0.7528924556928801,0.06687786292221413,0.0325998777936473,0.6120036830041966,512.2593089701445,1,"[2.0880979215341227]","[0.06687786292221413]","[18]","[512.2593089701445]","[0.7528924556928801]","[115.0]","[0.03851293793562201]","[19.57065615329192]","[-1193381510]","[0.6120036830041966]","[0.0325998777936473]"
3000,3000,17.333023425430383,31,0.045240451354458866,1.7896832774115725,0.7093495994361985,0.04722030766523442,0.08771056915936497,0.6658210238396212,553.7086377694382,1,"[1.7896832774115725]","[0.04722030766523442]","[31]","[553.7086377694382]","[0.7093495994361985]","[99.0]","[0.045240451354458866]","[17.333023425430383]","[1584156802]","[0.6658210238396212]","[0.08771056915936497]"
3000,3000,19.848099855304525,39,0.0275830688608805,1.101940287309852,0.6528863699638177,0.03133047210300429,0.1505040298302673,0.7594171864458663,702.126967942998,1,"[1.101940287309852]","[0.03133047210300429]","[39]","[702.126967942998]","[0.6528863699638177]","[105.0]","[0.0275830688608805]","[19.848099855304525]","[-256498998]","[0.7594171864458663]","[0.1505040298302673]"
3000,3000,20.0,9,0.03615517096290232,1.4670313646029698,0.6281804720254707,0.05254888428801472,0.03309975786432554,0.6697504532261693,632.8852836212076,1,"[1.4670313646029698]","[0.05254888428801472]","[9]","[632.8852836212076]","[0.6281804720254707]","[108.0]","[0.03615517096290232]","[20.0]","[-1344038040]","[0.6697504532261693]","[0.03309975786432554]"
3000,3000,15.722447187458465,6,0.019756132558882693,1.8484671169431615,0.6701925013865283,0.06174758954516617,0.02794916836755166,0.5923426308043235,526.1726815051468,1,"[1.8484671169431615]","[0.06174758954516617]","[6]","[526.1726815051468]","[0.6701925013865283]","[128.0]","[0.019756132558882693]","[15.722447187458465]","[-1205585666]","[0.5923426308043235]","[0.02794916836755166]"
3000,3000,19.294936415760176,30,0.038933508210395325,1.931520187673485,0.7505931622130406,0.06353851400822248,0.04696449624364908,0.6504338804302855,529.087723916334,2,"[2.133558949794861,1.7294814255521092]","[0.06815274277960845,0.05892428523683651]","[30,30]","[502.23100442047047,555.9444434121975]","[0.9430112663364068,0.5581750580896745]","[105.0,101.0]","[0.038933508210395325,0.038933508210395325]","[19.294936415760176,19.294936415760176]","[556503640,-357802686]","[0.5476568553870829,0.7532109054734881]","[0.037119755853763564,0.0568092366335346]"
3000,3000,15.625676453323411,20,0.04183113871087771,1.6424130832668489,0.6790718123185819,0.0791468868249054,0.03222652953583187,0.5875268271173073,448.8112508099288,1,"[1.6424130832668489]","[0.0791468868249054]","[20]","[448.8112508099288]","[0.6790718123185819]","[107.0]","[0.04183113871087771]","[15.625676453323411]","[372696215]","[0.5875268271173073]","[0.03222652953583187]"
3000,3000,19.63400987079867,31,0.03883819802398187,1.3474543702199024,0.5142811396149397,0.05064337150277417,0.08728022064446933,0.7793209809201785,504.9679136941566,1,"[1.3474543702199024]","[0.05064337150277417]","[31]","[504.9679136941566]","[0.5142811396149397]","[101.0]","[0.03883819802398187]","[19.63400987079867]","[590967164]","[0.7793209809201785]","[0.08728022064446933]"
3000,3000,18.67953826025999,43,0.04505999364991624,2.1172937999910935,0.8307890135145516,0.07142371079213185,0.021975550444885857,0.5978986094346826,611.6918787742151,1,"[2.1172937999910935]","[0.07142371079213185]","[43]","[611.6918787742151]","[0.8307890135145516]","[113.0]","[0.04505999364991624]","[18.67953826025999]","[989214686]","[0.5978986094346826]","[0.021975550444885857]"
3000,3000,15.73236474086777,37,0.03966166552657503,1.4452063290999084,0.7067640181074347,0.08155824790307549,0.02997496572266111,0.5939426239478627,463.6999730768979,1,"[1.4452063290999084]","[0.08155824790307549]","[37]","[463.6999730768979]","[0.7067640181074347]","[102.0]","[0.03966166552657503]","[15.73236474086777]","[1193699067]","[0.5939426239478627]","[0.02997496572266111]"
3000,3000,20.0,32,0.03894772540360845,2.1216678435430563,0.8064571048033792,0.08135481590952902,0.025019517985903517,0.5709048150759831,608.6695451611585,1,"[2.1216678435430563]","[0.08135481590952902]","[32]","[608.6695451611585]","[0.8064571048033792]","[127.0]","[0.03894772540360845]","[20.0]","[1930235635]","[0.5709048150759831]","[0.025019517985903517]"
3000,3000,19.360581762599804,26,0.05,1.7740643982939763,0.7865014786746977,0.07647520909384964,0.03291156867921641,0.5780619320249161,544.7141385186768,1,"[1.7740643982939763]","[0.07647520909384964]","[26]","[544.7141385186768]","[0.7865014786746977]","[100.0]","[0.05]","[19.360581762599804]","[540005852]","[0.5780619320249161]","[0.03291156867921641]"
3000,3000,5.66407938417552,6,0.04762890068841643,1.6863800154009794,0.6645983672655112,0.10510125131340148,0.02974232090445468,0.567855687717352,368.4030886970591,2,"[1.8917951212635629,1.480964909538396]","[0.10179068360556565,0.1084118190212373]","[6,6]","[378.4318955283282,358.37428186579]","[0.680256090601801,0.6489406439292215]","[102.0,101.0]","[0.04762890068841643,0.04762890068841643]","[5.66407938417552,5.66407938417552]","[2066152648,-461484182]","[0.545702712483952,0.5900086629507519]","[0.029628307575195145,0.02985633423371422]"
3000,3000,10.657758515742731,33,0.03758505579123987,1.6153661585098071,0.7117667731965152,0.07084155161078239,0.02757302978076605,0.5924369743595004,464.5035629781779,1,"[1.6153661585098071]","[0.07084155161078239]","[33]","[464.5035629781779]","[0.7117667731965152]","[120.0]","[0.03758505579123987]","[10.657758515742731]","[-383432349]","[0.5924369743595004]","[0.02757302978076605]"
3000,3000,17.50918540791734,19,0.04722396349651842,1.5413052845657762,0.6511168226062984,0.0617764030048608,0.03125884622705246,0.6087439667870544,516.3289167996234,1,"[1.5413052845657762]","[0.0617764030048608]","[19]","[516.3289167996234]","[0.6511168226062984]","[106.0]","[0.04722396349651842]","[17.50918540791734]","[229936296]","[0.6087439667870544]","[0.03125884622705246]"
3000,3000,15.330701766592272,35,0.041108436797302805,1.785333646089065,0.8009060575039816,0.0840503517215846,0.02731391724967743,0.5715484145464829,501.99266942454364,1,"[1.785333646089065]","[0.0840503517215846]","[35]","[501.99266942454364]","[0.8009060575039816]","[105.0]","[0.041108436797302805]","[15.330701766592272]","[1922528200]","[0.5715484145464829]","[0.02731391724967743]"
3000,3000,4.304931419715971,42,0.04071858405308628,1.6677702740073825,0.7221625954692147,0.09773171381622774,0.020922482840115882,0.6119398268617326,418.3170560402266,1,"[1.6677702740073825]","[0.09773171381622774]","[42]","[418.3170560402266]","[0.7221625954692147]","[124.0]","[0.04071858405308628]","[4.304931419715971]","[49162203]","[0.6119398268617326]","[0.020922482840115882]"
3000,3000,14.546944677556505,26,0.019890935729831066,1.929173191419181,0.794366347656915,0.08337773205220066,0.02617186391889692,0.5603025596253391,489.5202922518468,1,"[1.929173191419181]","[0.08337773205220066]","[26]","[489.5202922518468]","[0.794366347656915]","[113.0]","[0.019890935729831066]","[14.546944677556505]","[-1679156304]","[0.5603025596253391]","[0.02617186391889692]"
3000,3000,17.913189959341356,40,0.0384111113605079,1.4242115686612515,0.6443637594726831,0.0678870569363556,0.031115946110628966,0.6678377235619443,513.4730075100305,1,"[1.4242115686612515]","[0.0678870569363556]","[40]","[513.4730075100305]","[0.6443637594726831]","[114.0]","[0.0384111113605079]","[17.913189959341356]","[1099899799]","[0.6678377235619443]","[0.031115946110628966]"
3000,3000,19.158456665082454,20,0.0388272990000912,1.6026392345583669,0.6193972670238188,0.06026361532157107,0.035486305519910145,0.6539219893858481,501.2598310305637,1,"[1.6026392345583669]","[0.06026361532157107]","[20]","[501.2598310305637]","[0.6193972670238188]","[111.0]","[0.0388272990000912]","[19.158456665082454]","[1119570400]","[0.6539219893858481]","[0.035486305519910145]"
3000,3000,18.93382673571083,15,0.0366155225094174,1.4737168519621802,0.6210192388460694,0.06671327159713104,0.027614377917719105,0.6740688808876278,575.827637178445,1,"[1.4737168519621802]","[0.06671327159713104]","[15]","[575.827637178445]","[0.6210192388460694]","[110.0]","[0.0366155225094174]","[18.93382673571083]","[1327004348]","[0.6740688808876278]","[0.027614377917719105]"
3000,3000,15.712689423585301,39,0.042932546255211146,1.5027083911372272,0.60364165208535,0.043489473927587306,0.08808843627589155,0.7487297678092649,588.7256552724108,2,"[1.316186273426031,1.6892305088484232]","[0.044446942165274186,0.042532005689900426]","[39,39]","[531.0198467673722,646.4314637774494]","[0.5343079991334528,0.6729753050372471]","[93.0,88.0]","[0.042932546255211146,0.042932546255211146]","[15.712689423585301,15.712689423585301]","[-259251006,2089744037]","[0.7568601481682841,0.7405993874502458]","[0.08653409359936218,0.08964277895242093]"
3000,3000,17.229112847767198,32,0.04230993077191571,1.4238609585197577,0.5899721568279309,0.0657773270858102,0.025810216590441647,0.6905885816933718,624.1024441839857,1,"[1.4238609585197577]","[0.0657773270858102]","[32]","[624.1024441839857]","[0.5899721568279309]","[120.0]","[0.04230993077191571]","[17.229112847767198]","[-1921944507]","[0.6905885816933718]","[0.025810216590441647]"
3000,3000,16.68832856846852,41,0.032831179819475344,1.6932807687593276,0.6679570912837833,0.0696964480403971,0.02333775909000295,0.6525273427823994,560.1478638261624,1,"[1.6932807687593276]","[0.0696964480403971]","[41]","[560.1478638261624]","[0.6679570912837833]","[112.0]","[0.032831179819475344]","[16.68832856846852]","[-1263345302]","[0.6525273427823994]","[0.02333775909000295]"
3000,3000,4.0,8,0.04938934762399752,1.4795478563276991,0.5508034905691956,0.08226329353695963,0.031391666319191894,0.5934285921643989,359.76777777680513,1,"[1.4795478563276991]","[0.08226329353695963]","[8]","[359.76777777680513]","[0.5508034905691956]","[107.0]","[0.04938934762399752]","[4.0]","[-487010546]","[0.5934285921643989]","[0.031391666319191894]"
3000,3000,20.0,9,0.03636473225366667,1.6448638078081872,0.6353537141596675,0.059174761832370526,0.03809891351116177,0.670361342983071,615.7050009858697,2,"[1.4500051132833653,1.839722502333009]","[0.057945677510894904,0.060403846153846155]","[9,9]","[588.2562485484924,643.1537534232469]","[0.6005886190256711,0.6701188092936637]","[111.0,102.0]","[0.03636473225366667,0.03636473225366667]","[20.0,20.0]","[-1974239136,-2006905804]","[0.6798661823283845,0.6608565036377575]","[0.038843795390821056,0.037354031631502485]"
