"","meanBwCentrality","meanClosenessCentrality","meanPathLength","meanRelativeSpeed","nwDiameter"
"1",0.0270034911022224,0.0135160196889474,2.32484046923834,629.128001558351,9.6286406
"2",0.0227286068182061,0.0643611869879818,4.46787883125742,9532.49071470113,15.5530453
"3",0.0308097336270128,0.131308343822381,3.72767624500035,4498.35481262974,17.0919844
"4",0.0242557323686144,0.301805364328065,3.53292951887837,10073.719397038,18.7396642
"5",0.028191786507883,0.110115529603867,5.12866379943784,5748.87650779549,13.0129855
"6",0.0327362482301677,0.0553954600203089,5.86310993983728,4176.68170157456,16.9096713
"7",0.0202906607052361,0.0742091815527364,5.50025322566847,11785.5154479197,18.7103085
"8",0.0334557868629305,0.0506235009834584,3.15043191648342,1514.30162859567,12.9741063
"9",0.0360435827517678,0.0450026464709934,5.7999103580421,2938.14948423859,20.4930379
"10",0.021122645479449,0.021431943080584,4.89479027940125,7462.06490092242,18.1853282
"11",0.0142269452019791,0.0684489577680829,4.60637678323878,34679.8218983957,19.3615991
"12",0.0146151430018557,0.155421528833367,4.58923939896808,36800.0086062181,20.6039927
"13",0.0213688820301399,0.0669925960613678,5.97449502481035,9910.92225144686,18.4178217
"14",0.0341099270512722,0.118207265879992,6.73286800734541,2833.08680731198,18.8133902
"15",0.0303021700185045,0.0933987426247542,6.83154767281996,3055.69348389313,21.1168675
"16",0.035104619001742,0.111780758188118,5.07274497978315,2489.60123345493,14.5746177
"17",0.0309681586446962,0.0287043207932679,6.20554805949669,1623.81957109732,17.525374
"18",0.024728683988544,0.0577025452413922,5.20962833675804,4643.49782260364,17.2045972
"19",0.0236467830906276,0.0538403551863812,6.45286734441878,7994.62315502088,19.8627088
"20",0.019946026416706,0.0253804515548983,6.5145498089919,11815.5828699682,18.9517037
"21",0.0163688747181778,0.0464986678226118,5.40580329172252,22849.1558539378,21.6010145
"22",0.0179419734206223,0.0719037089217257,5.96348073166531,18733.9017975795,18.5311297
"23",0.0289484686095155,0.12140286384652,6.42771593665806,4341.79164684971,18.1905461
"24",0.0361003944495683,0.160548300616281,6.50594450640966,1768.74266342988,17.7840518
"25",0.0338650918819963,0.096261570418859,6.49807889093234,1817.12706148465,18.7021846
"26",0.046640366100542,0.135106677765107,5.51785234113028,1275.34452667817,14.3395495
"27",0.0180379607096548,0.232016416607747,4.61586068212584,16932.0907075633,17.2323099
"28",0.0172454797379315,0.218807716421249,4.83926944326557,21268.0740566702,18.5676806
"29",0.0267739590306564,0.0855769530102983,5.76815410220363,4683.67780783425,20.9682774
"30",0.0323067592907607,0.0503220546555732,6.52845144849381,1694.11256203104,18.7012469
"31",0.0313585593470275,0.0593596407769383,6.73627284637626,2140.24594898259,17.83059
"32",0.0281275689278741,0.0602269871238641,6.51531218199041,3446.11716724422,17.0824846
"33",0.0303195793975811,0.0638910562549829,6.58161319296951,3033.92837908537,19.3194003
"34",0.0327455399195864,0.0640682278358476,6.49027084218099,1960.01320753751,17.6505632
"35",0.0295388347982267,0.0793459267678781,6.67063901575072,3511.68981972255,17.3096116
"36",0.0309681721988079,0.123838791734255,6.27090193229196,2934.155762739,17.0029257
"37",0.0321737307529367,0.0460556348404368,6.24170003252981,1884.14914215497,19.7783369
"38",0.0341563854663288,0.0836807027257831,6.98911603278065,1681.90725141996,17.5392276
"39",0.0364299244264636,0.141260704451968,7.21628751778502,1491.11887614285,18.6488936
"40",0.0415005741666861,0.10270469845992,5.78247575145154,1014.92596883979,17.0513618
"41",0.0382811482286802,0.161409317175377,6.41458563500812,1787.3631361134,18.0130734
"42",0.0268655308644708,0.0982178456366663,6.2904503293391,4878.78196819894,19.468697
