evolution$generation,evolution$evaluated,maxNewLinksNumber,densityConf,gravityRadius,gravityInflexion,gravityHierarchyWeight,gravityHierarchyExponent,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,gravityInflexion,nwDiameter,meanBwCentrality,gravityHierarchyExponent,nwSize,gravityRadius,densityConf,nwLength,meanPathLength,gravityHierarchyWeight,maxNewLinksNumber,replication,meanRelativeSpeed,meanClosenessCentrality
1000,1000,8.81625179005253,8,926.6301509083735,7.997962839238812,0.016504691458054173,3.491702997033507,1.5705436362461938,0.6085181057836584,0.09920476031587142,0.03162575214652285,0.5675586456135747,368.4689624079353,1,"[7.997962839238812]","[1.5705436362461938]","[0.09920476031587142]","[3.491702997033507]","[100.0]","[926.6301509083735]","[8]","[368.4689624079353]","[0.6085181057836584]","[0.016504691458054173]","[8.81625179005253]","[419527582]","[0.5675586456135747]","[0.03162575214652285]"
1000,1000,7.977849574736208,8,467.42981131123173,7.4894876381994475,0.1586976711640608,3.1719300805083885,1.7453485625988745,0.5899028696506204,0.09947574549344461,0.029582362080430497,0.5991401586981336,373.3684174281034,1,"[7.4894876381994475]","[1.7453485625988745]","[0.09947574549344461]","[3.1719300805083885]","[106.0]","[467.42981131123173]","[8]","[373.3684174281034]","[0.5899028696506204]","[0.1586976711640608]","[7.977849574736208]","[1450869889]","[0.5991401586981336]","[0.029582362080430497]"
1000,1000,8.637226488746343,37,1665.6261731600366,7.4337202894187895,0.032934292252420075,3.6869087806255347,1.727097752367255,0.7381833300384957,0.09890508645715007,0.022460542045283357,0.566549825892134,391.3818050761391,1,"[7.4337202894187895]","[1.727097752367255]","[0.09890508645715007]","[3.6869087806255347]","[127.0]","[1665.6261731600366]","[37]","[391.3818050761391]","[0.7381833300384957]","[0.032934292252420075]","[8.637226488746343]","[-798824323]","[0.566549825892134]","[0.022460542045283357]"
1000,1000,7.6848105697692635,31,3554.6441951472657,7.283187187265591,0.19900035697036922,0.1854790681264052,1.6904785856921118,0.6486727358861076,0.07616556214393674,0.057498799838608526,0.6848101110003231,451.1468888093836,1,"[7.283187187265591]","[1.6904785856921118]","[0.07616556214393674]","[0.1854790681264052]","[100.0]","[3554.6441951472657]","[31]","[451.1468888093836]","[0.6486727358861076]","[0.19900035697036922]","[7.6848105697692635]","[528692279]","[0.6848101110003231]","[0.057498799838608526]"
1000,1000,9.96836515957823,33,71.77577840223262,2.464743594657953,0.0,0.1,1.564707380591681,0.6251539727178221,0.08636804990241176,0.023283242260015918,0.6334082393853002,390.49693311449363,1,"[2.464743594657953]","[1.564707380591681]","[0.08636804990241176]","[0.1]","[127.0]","[71.77577840223262]","[33]","[390.49693311449363]","[0.6251539727178221]","[0.0]","[9.96836515957823]","[-165426020]","[0.6334082393853002]","[0.023283242260015918]"
1000,1000,9.993549487648181,36,1232.411715877038,5.7486953308230015,0.06879725087671724,3.7386882921489795,1.6898418656925884,0.67340391040311,0.10007197480881692,0.02808368886105082,0.5806111083373137,387.19909869082227,1,"[5.7486953308230015]","[1.6898418656925884]","[0.10007197480881692]","[3.7386882921489795]","[102.0]","[1232.411715877038]","[36]","[387.19909869082227]","[0.67340391040311]","[0.06879725087671724]","[9.993549487648181]","[1105105803]","[0.5806111083373137]","[0.02808368886105082]"
1000,1000,5.666892060386832,32,4457.302888003731,9.520667110679467,0.03579015866325396,0.45872283810600156,1.61974484843284,0.7059536594026177,0.09788327189565689,0.02182835107411971,0.6157325771081901,446.3873740457777,1,"[9.520667110679467]","[1.61974484843284]","[0.09788327189565689]","[0.45872283810600156]","[120.0]","[4457.302888003731]","[32]","[446.3873740457777]","[0.7059536594026177]","[0.03579015866325396]","[5.666892060386832]","[728811732]","[0.6157325771081901]","[0.02182835107411971]"
1000,1000,7.611698884787019,31,3593.6905427551296,7.727085681750746,0.3610500628403017,0.6666222638766545,1.1710205537475955,0.5535229971631618,0.048092394808398505,0.06904220252368232,0.7153890882822053,587.7574225849052,1,"[7.727085681750746]","[1.1710205537475955]","[0.048092394808398505]","[0.6666222638766545]","[100.0]","[3593.6905427551296]","[31]","[587.7574225849052]","[0.5535229971631618]","[0.3610500628403017]","[7.611698884787019]","[2119187587]","[0.7153890882822053]","[0.06904220252368232]"
1000,1000,10.0,28,5000.0,8.799034281556972,1.0,0.30311315929989524,1.3874870906343268,0.5290216031682364,0.07071865357746833,0.0352293738338639,0.700296339586676,506.6094563319472,2,"[8.799034281556972,8.799034281556972]","[1.1989673363692983,1.5760068448993552]","[0.06923361717882266,0.072203689976114]","[0.30311315929989524,0.30311315929989524]","[113.0,120.0]","[5000.0,5000.0]","[28,28]","[497.2713105705009,515.9476020933935]","[0.4992558114784963,0.5587873948579765]","[1.0,1.0]","[10.0,10.0]","[-1058874462,1115089888]","[0.6951962536825108,0.7053964254908413]","[0.03703812815765068,0.033420619510077125]"
1000,1000,7.727746302854223,47,3571.7605348218194,7.272343581604799,0.21727574198973246,0.1,1.4075023603010886,0.5939273338830899,0.08421686663622148,0.032002744315672516,0.6628478335136485,431.669654153574,2,"[7.272343581604799,7.272343581604799]","[1.480368147571012,1.334636573031165]","[0.08972114972114972,0.07871258355129324]","[0.1,0.1]","[110.0,104.0]","[3571.7605348218194,3571.7605348218194]","[47,47]","[420.7438138476181,442.5954944595299]","[0.6367663273715136,0.5510883403946661]","[0.21727574198973246,0.21727574198973246]","[7.727746302854223,7.727746302854223]","[-1241227110,445980280]","[0.6299634204385325,0.6957322465887645]","[0.028156160762259148,0.03584932786908588]"
1000,1000,10.0,35,4896.342821746642,7.659931443001,0.3194309998932529,0.1,1.3148658752354427,0.6148966051611129,0.07750316654426244,0.024993763626599552,0.671616690257462,545.1529385949235,1,"[7.659931443001]","[1.3148658752354427]","[0.07750316654426244]","[0.1]","[119.0]","[4896.342821746642]","[35]","[545.1529385949235]","[0.6148966051611129]","[0.3194309998932529]","[10.0]","[-642355855]","[0.671616690257462]","[0.024993763626599552]"
1000,1000,7.537804147740603,12,5000.0,8.142820707174835,0.29013201753483575,0.17039399056033744,1.494007301896429,0.6068413944378599,0.0669365721997301,0.028979814712704662,0.6880612484515047,551.9634974246384,1,"[8.142820707174835]","[1.494007301896429]","[0.0669365721997301]","[0.17039399056033744]","[123.0]","[5000.0]","[12]","[551.9634974246384]","[0.6068413944378599]","[0.29013201753483575]","[7.537804147740603]","[-1904393739]","[0.6880612484515047]","[0.028979814712704662]"
1000,1000,7.963219671492222,27,4541.3131259335305,8.538400247160615,0.14747404757817803,0.48428611742702765,1.0822266626160433,0.48072355971778846,0.06779755107219897,0.02951648949808494,0.7296606985352594,505.19651406373237,1,"[8.538400247160615]","[1.0822266626160433]","[0.06779755107219897]","[0.48428611742702765]","[121.0]","[4541.3131259335305]","[27]","[505.19651406373237]","[0.48072355971778846]","[0.14747404757817803]","[7.963219671492222]","[1703081551]","[0.7296606985352594]","[0.02951648949808494]"
1000,1000,7.8983198886314545,19,3418.55549182172,7.350046769538935,0.2835905574495723,0.1999047325690021,1.7565835424199363,0.5879198252795332,0.08810105053683821,0.031119389436750907,0.6687620346208668,411.55543615630825,1,"[7.350046769538935]","[1.7565835424199363]","[0.08810105053683821]","[0.1999047325690021]","[113.0]","[3418.55549182172]","[19]","[411.55543615630825]","[0.5879198252795332]","[0.2835905574495723]","[7.8983198886314545]","[1803895800]","[0.6687620346208668]","[0.031119389436750907]"
1000,1000,7.670140321742763,22,3468.84762330422,7.7097247278460195,0.3441169263099307,0.674758451935319,1.5866826086681383,0.5258664723694797,0.0742134023583549,0.03697811010897261,0.6658667608424538,442.7944603797523,1,"[7.7097247278460195]","[1.5866826086681383]","[0.0742134023583549]","[0.674758451935319]","[105.0]","[3468.84762330422]","[22]","[442.7944603797523]","[0.5258664723694797]","[0.3441169263099307]","[7.670140321742763]","[-305703974]","[0.6658667608424538]","[0.03697811010897261]"
1000,1000,9.845446848385858,28,1257.614391644998,7.216644870839123,0.12296299299732014,4.0,1.7042319772072674,0.5893653011442213,0.09145945906766546,0.027924329571456456,0.6302868156250766,375.81088248669477,1,"[7.216644870839123]","[1.7042319772072674]","[0.09145945906766546]","[4.0]","[116.0]","[1257.614391644998]","[28]","[375.81088248669477]","[0.5893653011442213]","[0.12296299299732014]","[9.845446848385858]","[-62616751]","[0.6302868156250766]","[0.027924329571456456]"
1000,1000,8.660906212226562,36,1353.8823460640426,8.864545027492474,0.09339772227750809,3.8154935482684973,1.5029828257637117,0.5207941645939542,0.07971254575287139,0.025058472055546985,0.6636061286965607,415.0632529803568,1,"[8.864545027492474]","[1.5029828257637117]","[0.07971254575287139]","[3.8154935482684973]","[124.0]","[1353.8823460640426]","[36]","[415.0632529803568]","[0.5207941645939542]","[0.09339772227750809]","[8.660906212226562]","[1616400283]","[0.6636061286965607]","[0.025058472055546985]"
