evolution$generation,maxNewLinksNumber,densityConf,bioThreshold,bioSteps,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,bioThreshold,nwDiameter,bioSteps,meanBwCentrality,nwSize,densityConf,nwLength,meanPathLength,maxNewLinksNumber,replication,meanRelativeSpeed,meanClosenessCentrality
5500,4.969872126647083,23,0.5208818747396974,95.11950172635962,1.651932181971836,0.6258403545124832,0.061145617667356794,0.019566555579929496,0.7441673670357525,573.8167465017153,1,"[0.5208818747396974]","[1.651932181971836]","[95.11950172635962]","[0.061145617667356794]","[140.0]","[23]","[573.8167465017153]","[0.6258403545124832]","[4.969872126647083]","[1432274038]","[0.7441673670357525]","[0.019566555579929496]"
5500,10.0,6,0.5095065257180289,40.0,1.133681415813669,0.49449945982855265,0.048567378758732405,0.03631180830040753,0.7968646193178975,546.0645603186969,1,"[0.5095065257180289]","[1.133681415813669]","[40.0]","[0.048567378758732405]","[101.0]","[6]","[546.0645603186969]","[0.49449945982855265]","[10.0]","[-782655028]","[0.7968646193178975]","[0.03631180830040753]"
5500,4.684141790715407,39,0.4884583834436492,95.62517869556993,1.1942718002303554,0.5114408735506694,0.026294587270197026,0.022820098171124976,0.8769600357189373,1050.8536596723995,1,"[0.4884583834436492]","[1.1942718002303554]","[95.62517869556993]","[0.026294587270197026]","[220.0]","[39]","[1050.8536596723995]","[0.5114408735506694]","[4.684141790715407]","[-1627773985]","[0.8769600357189373]","[0.022820098171124976]"
5500,4.0,43,0.5794894992953576,100.0,2.1559708753500635,0.7804563024859962,0.0637150945608657,0.020788343399341096,0.6152579137471837,659.1343104299499,1,"[0.5794894992953576]","[2.1559708753500635]","[100.0]","[0.0637150945608657]","[125.0]","[43]","[659.1343104299499]","[0.7804563024859962]","[4.0]","[257862058]","[0.6152579137471837]","[0.020788343399341096]"
5500,6.787870829935898,28,0.4386674917789131,100.0,1.1240558593600685,0.4773726342901662,0.04624542124542124,0.03090763999983033,0.8238443995601806,637.3879907974866,1,"[0.4386674917789131]","[1.1240558593600685]","[100.0]","[0.04624542124542124]","[121.0]","[28]","[637.3879907974866]","[0.4773726342901662]","[6.787870829935898]","[1166606358]","[0.8238443995601806]","[0.03090763999983033]"
5500,10.0,50,0.5019548204343688,40.0,1.1316189055651509,0.5427070602300004,0.049662762133467805,0.02540413620308117,0.7823120897619343,616.2392793282349,2,"[0.5019548204343688,0.5019548204343688]","[1.094564525348854,1.1686732857814477]","[40.0,40.0]","[0.04406032875783765,0.055265195509097954]","[166.0,102.0]","[50,50]","[698.5756390558194,533.9029196006506]","[0.5132416874551853,0.5721724330048155]","[10.0,10.0]","[-795804561,521004597]","[0.8062645022083079,0.7583596773155608]","[0.02025454960329583,0.030553722802866515]"
5500,8.126091313611195,28,0.4590562506608481,40.91937569056876,0.96419274105265,0.4478750579325746,0.038334235209235214,0.02182176776338253,0.8375300077926431,745.8708213481556,1,"[0.4590562506608481]","[0.96419274105265]","[40.91937569056876]","[0.038334235209235214]","[191.0]","[28]","[745.8708213481556]","[0.4478750579325746]","[8.126091313611195]","[-622784719]","[0.8375300077926431]","[0.02182176776338253]"
5500,4.783855849518112,22,0.5053205863119896,97.61443432727305,1.3930539527588373,0.47651264678230215,0.04827264239028945,0.042873286699399125,0.8064150392432988,559.6071720512557,1,"[0.5053205863119896]","[1.3930539527588373]","[97.61443432727305]","[0.04827264239028945]","[106.0]","[22]","[559.6071720512557]","[0.47651264678230215]","[4.783855849518112]","[-1568412813]","[0.8064150392432988]","[0.042873286699399125]"
5500,4.434815896220948,7,0.5614325490057654,100.0,1.5553138006088336,0.6098166528149408,0.04023849607182941,0.029161243453764047,0.7297231602872573,703.3837121243605,1,"[0.5614325490057654]","[1.5553138006088336]","[100.0]","[0.04023849607182941]","[134.0]","[7]","[703.3837121243605]","[0.6098166528149408]","[4.434815896220948]","[-2029237175]","[0.7297231602872573]","[0.029161243453764047]"
5500,7.230034758698597,9,0.4264608554657956,57.84594404369629,1.1927849558305106,0.4986836081310632,0.0367590618336887,0.019607165901281243,0.7748236583154868,844.0151026832813,1,"[0.4264608554657956]","[1.1927849558305106]","[57.84594404369629]","[0.0367590618336887]","[190.0]","[9]","[844.0151026832813]","[0.4986836081310632]","[7.230034758698597]","[-887271584]","[0.7748236583154868]","[0.019607165901281243]"
5500,4.0,4,0.4957945146286278,40.0,1.2186071922538675,0.5328456952087038,0.045241856616264196,0.032045108859231126,0.8026677990863017,584.1881152070887,1,"[0.4957945146286278]","[1.2186071922538675]","[40.0]","[0.045241856616264196]","[124.0]","[4]","[584.1881152070887]","[0.5328456952087038]","[4.0]","[2091757358]","[0.8026677990863017]","[0.032045108859231126]"
5500,4.460874266505757,19,0.5174921624721993,100.0,1.2120541517548202,0.5031982468109915,0.03315966684387737,0.017152521149155334,0.7687636839560335,956.187683578646,1,"[0.5174921624721993]","[1.2120541517548202]","[100.0]","[0.03315966684387737]","[212.0]","[19]","[956.187683578646]","[0.5031982468109915]","[4.460874266505757]","[1018140959]","[0.7687636839560335]","[0.017152521149155334]"
5500,5.062271683565005,31,0.5781466633100084,60.77751011417683,1.168769303650541,0.5156016356556842,0.04257353536990519,0.03671512822498956,0.8193672756998697,615.5904476267356,1,"[0.5781466633100084]","[1.168769303650541]","[60.77751011417683]","[0.04257353536990519]","[117.0]","[31]","[615.5904476267356]","[0.5156016356556842]","[5.062271683565005]","[1909653310]","[0.8193672756998697]","[0.03671512822498956]"
5500,4.0,5,0.5099026811964819,98.63893389081824,1.0142386968216175,0.5070970667445317,0.023818525519848772,0.01308776931737919,0.8176272153789632,1170.827166167608,1,"[0.5099026811964819]","[1.0142386968216175]","[98.63893389081824]","[0.023818525519848772]","[277.0]","[5]","[1170.827166167608]","[0.5070970667445317]","[4.0]","[-1192319019]","[0.8176272153789632]","[0.01308776931737919]"
5500,4.168331973385265,32,0.5528108277430197,99.8122824087559,1.3024254558146628,0.5531652631522985,0.036869837716227906,0.020907127698689645,0.7580823224306874,750.6811792468355,2,"[0.5528108277430197,0.5528108277430197]","[1.3111159009359108,1.2937350106934151]","[99.8122824087559,99.8122824087559]","[0.034393470306783004,0.03934620512567281]","[179.0,151.0]","[32,32]","[774.7001083787053,726.6622501149658]","[0.5584900035616264,0.5478405227429708]","[4.168331973385265,4.168331973385265]","[956201082,1353037314]","[0.7631531587193847,0.7530114861419901]","[0.019054550253598562,0.02275970514378073]"
5500,6.780636740555784,45,0.6,43.981301439777695,1.3394127527786512,0.5061413111534183,0.030620968841949373,0.018957957391070937,0.7798286604836737,966.5561800076415,1,"[0.6]","[1.3394127527786512]","[43.981301439777695]","[0.030620968841949373]","[176.0]","[45]","[966.5561800076415]","[0.5061413111534183]","[6.780636740555784]","[279122707]","[0.7798286604836737]","[0.018957957391070937]"
5500,4.8681863135523,44,0.559356187218138,100.0,1.2429915268365719,0.5209917253450348,0.034627867118841846,0.023673958259739843,0.7700369426661641,783.3893744599287,1,"[0.559356187218138]","[1.2429915268365719]","[100.0]","[0.034627867118841846]","[155.0]","[44]","[783.3893744599287]","[0.5209917253450348]","[4.8681863135523]","[487025567]","[0.7700369426661641]","[0.023673958259739843]"
5500,7.221336202573727,17,0.43342122464485394,56.41649298862273,1.5528329335147162,0.5678787873686815,0.04146676852559206,0.01895895052599693,0.7790351136310055,731.5539679451463,1,"[0.43342122464485394]","[1.5528329335147162]","[56.41649298862273]","[0.04146676852559206]","[186.0]","[17]","[731.5539679451463]","[0.5678787873686815]","[7.221336202573727]","[-1520519255]","[0.7790351136310055]","[0.01895895052599693]"
5500,4.709606370889539,3,0.5195881242319776,93.43908342975254,1.2893174584779237,0.5407829908378994,0.04221045217643736,0.023996266233589122,0.757466390281436,715.7609698650919,2,"[0.5195881242319776,0.5195881242319776]","[1.35015991189267,1.2284750050631772]","[93.43908342975254,93.43908342975254]","[0.046932058427830096,0.03748884592504462]","[104.0,182.0]","[3,3]","[607.9216331541323,823.6003065760514]","[0.5854025625308906,0.4961634191449082]","[4.709606370889539,4.709606370889539]","[13886548,1507218841]","[0.724682975625659,0.790249804937213]","[0.030651060571016672,0.017341471896161576]"
5500,4.862812763452932,27,0.49101106677437634,99.9634584400487,1.0129056262400629,0.41672083526659454,0.021535511197606508,0.015263858354417329,0.8518721492759359,1131.637934634736,2,"[0.49101106677437634,0.49101106677437634]","[1.0319356061080114,0.9938756463721141]","[99.9634584400487,99.9634584400487]","[0.022213381075525496,0.020857641319687523]","[228.0,313.0]","[27,27]","[988.6455726927613,1274.6302965767106]","[0.3851573335561777,0.44828433697701137]","[4.862812763452932,4.862812763452932]","[1857349853,-831546072]","[0.8554390105026638,0.848305288049208]","[0.018328414628483204,0.012199302080351453]"
5500,4.210829992259708,47,0.518681482059953,87.90836518846913,1.6884073406081872,0.5197540317941536,0.05524595803233575,0.04563220454738014,0.7717766749653805,444.3417801999643,1,"[0.518681482059953]","[1.6884073406081872]","[87.90836518846913]","[0.05524595803233575]","[102.0]","[47]","[444.3417801999643]","[0.5197540317941536]","[4.210829992259708]","[1577030457]","[0.7717766749653805]","[0.04563220454738014]"
5500,7.369188786449544,23,0.41268182752173704,59.704280775065854,1.0855361177682108,0.5271230281960918,0.03716313716313716,0.014032644216491141,0.7942551049676415,908.9780879242617,1,"[0.41268182752173704]","[1.0855361177682108]","[59.704280775065854]","[0.03716313716313716]","[233.0]","[23]","[908.9780879242617]","[0.5271230281960918]","[7.369188786449544]","[-1670679504]","[0.7942551049676415]","[0.014032644216491141]"
5500,9.865860896704117,15,0.46660377319946755,41.740833043712854,1.182489291724561,0.580202289179462,0.04289354885685161,0.022884036467863442,0.7456219573213421,616.7212365786687,1,"[0.46660377319946755]","[1.182489291724561]","[41.740833043712854]","[0.04289354885685161]","[130.0]","[15]","[616.7212365786687]","[0.580202289179462]","[9.865860896704117]","[165648570]","[0.7456219573213421]","[0.022884036467863442]"
5500,6.443349625778815,50,0.506749498159604,96.17476572619525,1.1240159960145069,0.5151747312518153,0.04442653773838302,0.025691262742250292,0.8103076892512469,712.9751970055529,1,"[0.506749498159604]","[1.1240159960145069]","[96.17476572619525]","[0.04442653773838302]","[134.0]","[50]","[712.9751970055529]","[0.5151747312518153]","[6.443349625778815]","[525146461]","[0.8103076892512469]","[0.025691262742250292]"
5500,7.011845980293517,13,0.5637898287749562,47.03216065722919,1.0592551403092965,0.4878386646627349,0.04116398349221418,0.03275559875933856,0.79669283404872,698.8573852914358,1,"[0.5637898287749562]","[1.0592551403092965]","[47.03216065722919]","[0.04116398349221418]","[125.0]","[13]","[698.8573852914358]","[0.4878386646627349]","[7.011845980293517]","[-711913855]","[0.79669283404872]","[0.03275559875933856]"
5500,6.072857401004368,16,0.5391694200003725,92.16459674006072,0.9973559916083109,0.48478624507772416,0.03262310752058216,0.025048050724729747,0.8420910628409857,852.0087925068532,1,"[0.5391694200003725]","[0.9973559916083109]","[92.16459674006072]","[0.03262310752058216]","[187.0]","[16]","[852.0087925068532]","[0.48478624507772416]","[6.072857401004368]","[-261426859]","[0.8420910628409857]","[0.025048050724729747]"
5500,4.168187103889321,29,0.5534827902647098,100.0,1.7803326846856418,0.6074011973298832,0.04072826714336148,0.030302800894997078,0.7028397635060789,606.5901448517668,1,"[0.5534827902647098]","[1.7803326846856418]","[100.0]","[0.04072826714336148]","[143.0]","[29]","[606.5901448517668]","[0.6074011973298832]","[4.168187103889321]","[1715107891]","[0.7028397635060789]","[0.030302800894997078]"
5500,7.751616540620327,12,0.5209997549041816,87.8530388659795,1.3120552964975176,0.5158365783816012,0.029078932678352126,0.018880322643844684,0.7623590090150852,875.9655316370679,1,"[0.5209997549041816]","[1.3120552964975176]","[87.8530388659795]","[0.029078932678352126]","[173.0]","[12]","[875.9655316370679]","[0.5158365783816012]","[7.751616540620327]","[285268857]","[0.7623590090150852]","[0.018880322643844684]"
5500,10.0,28,0.48080971635219694,58.586666275745856,1.4823842636926976,0.5552312128196227,0.05782436162870945,0.03680562232664846,0.7875489654697796,541.2629811243922,1,"[0.48080971635219694]","[1.4823842636926976]","[58.586666275745856]","[0.05782436162870945]","[108.0]","[28]","[541.2629811243922]","[0.5552312128196227]","[10.0]","[1982869251]","[0.7875489654697796]","[0.03680562232664846]"
5500,9.59230508416784,16,0.6,48.45772072493851,1.4025572341815942,0.6546784070875055,0.0582711038961039,0.030888249894183033,0.709851919062078,572.4520831457263,1,"[0.6]","[1.4025572341815942]","[48.45772072493851]","[0.0582711038961039]","[106.0]","[16]","[572.4520831457263]","[0.6546784070875055]","[9.59230508416784]","[-330189865]","[0.709851919062078]","[0.030888249894183033]"
5500,4.0,22,0.5081419618180737,100.0,1.3467186222734449,0.4662948396796183,0.046835403153238975,0.04534843333997138,0.783987889146326,533.2952064389567,2,"[0.5081419618180737,0.5081419618180737]","[1.4897426954300172,1.2036945491168727]","[100.0,100.0]","[0.04672819947651191,0.04694260682996603]","[106.0,111.0]","[22,22]","[486.8906214294857,579.6997914484278]","[0.45329552264211487,0.4792941567171218]","[4.0,4.0]","[1092891822,-1031982811]","[0.7951129744149897,0.7728628038776623]","[0.047387508757736854,0.043309357922205895]"
5500,4.703130439313297,39,0.5172801217879973,99.99877588890318,0.9864043291827328,0.5213604229041482,0.03870143781156017,0.04340583043259273,0.8492107560917626,696.6530117407751,1,"[0.5172801217879973]","[0.9864043291827328]","[99.99877588890318]","[0.03870143781156017]","[135.0]","[39]","[696.6530117407751]","[0.5213604229041482]","[4.703130439313297]","[-695916859]","[0.8492107560917626]","[0.04340583043259273]"
5500,7.043519617681597,13,0.42787007311058,57.413773846167544,1.1557271554952444,0.4802700946258652,0.036375637868440426,0.019690025980520824,0.8187411526558818,864.3168768621824,1,"[0.42787007311058]","[1.1557271554952444]","[57.413773846167544]","[0.036375637868440426]","[192.0]","[13]","[864.3168768621824]","[0.4802700946258652]","[7.043519617681597]","[903592470]","[0.8187411526558818]","[0.019690025980520824]"
5500,6.835884711468658,29,0.4382717515003691,41.819529003936765,1.201069782126108,0.4587826932984774,0.032375979112271545,0.024495688472777388,0.8508807160449683,742.979683476233,1,"[0.4382717515003691]","[1.201069782126108]","[41.819529003936765]","[0.032375979112271545]","[207.0]","[29]","[742.979683476233]","[0.4587826932984774]","[6.835884711468658]","[-1534874658]","[0.8508807160449683]","[0.024495688472777388]"
5500,4.064328227219964,30,0.5400078319762143,92.20369724655117,1.3490268183867118,0.4710672057704344,0.02919698314108252,0.022665089669971855,0.8541081793313979,906.7616430471538,1,"[0.5400078319762143]","[1.3490268183867118]","[92.20369724655117]","[0.02919698314108252]","[187.0]","[30]","[906.7616430471538]","[0.4710672057704344]","[4.064328227219964]","[-1154164719]","[0.8541081793313979]","[0.022665089669971855]"
5500,4.31905738180828,8,0.5169171278900097,99.8455941264193,1.1931631629224373,0.40170821483172214,0.026849376114081995,0.03042207732038633,0.8452173136287676,827.3973383879626,1,"[0.5169171278900097]","[1.1931631629224373]","[99.8455941264193]","[0.026849376114081995]","[180.0]","[8]","[827.3973383879626]","[0.40170821483172214]","[4.31905738180828]","[-1453658359]","[0.8452173136287676]","[0.03042207732038633]"
5500,4.0,30,0.5367275895427933,82.6260616743874,1.527732543224465,0.5547748308023661,0.03913788234435098,0.03447940800931221,0.7782802823062156,673.0044433783278,2,"[0.5367275895427933,0.5367275895427933]","[1.5267093685962654,1.5287557178526647]","[82.6260616743874,82.6260616743874]","[0.04171113883836182,0.036564625850340135]","[120.0,139.0]","[30,30]","[615.8616625498271,730.1472242068286]","[0.6113107747170952,0.49823888688763696]","[4.0,4.0]","[-1287343256,1900399433]","[0.724862353575559,0.8316982110368721]","[0.035603111341031383,0.03335570467759302]"
5500,4.595260867489561,43,0.437963144052996,63.726368857633254,1.3867494684194974,0.6245216799889316,0.055185185185185184,0.026478705539512804,0.7191228075577538,544.0452405555025,1,"[0.437963144052996]","[1.3867494684194974]","[63.726368857633254]","[0.055185185185185184]","[109.0]","[43]","[544.0452405555025]","[0.6245216799889316]","[4.595260867489561]","[-1003618427]","[0.7191228075577538]","[0.026478705539512804]"
5500,7.115930096311874,48,0.5429517422157113,95.25483370912418,1.139040224518648,0.4600768553949497,0.030142984051778843,0.026640948555709053,0.8237213194896323,863.9548842272064,1,"[0.5429517422157113]","[1.139040224518648]","[95.25483370912418]","[0.030142984051778843]","[163.0]","[48]","[863.9548842272064]","[0.4600768553949497]","[7.115930096311874]","[-423775645]","[0.8237213194896323]","[0.026640948555709053]"
5500,7.054449978097502,31,0.43108868258492766,58.78673133359061,1.6325317983066006,0.5865719699155421,0.0360613810741688,0.022364640214316674,0.7706379694839036,752.7015782216758,1,"[0.43108868258492766]","[1.6325317983066006]","[58.78673133359061]","[0.0360613810741688]","[182.0]","[31]","[752.7015782216758]","[0.5865719699155421]","[7.054449978097502]","[1513778841]","[0.7706379694839036]","[0.022364640214316674]"
5500,7.2197094646002355,39,0.49368084395155104,58.20877159914825,1.1669306242468613,0.5790803983217792,0.04362468671679198,0.04599744031457606,0.814888023608036,634.7287072074862,1,"[0.49368084395155104]","[1.1669306242468613]","[58.20877159914825]","[0.04362468671679198]","[131.0]","[39]","[634.7287072074862]","[0.5790803983217792]","[7.2197094646002355]","[1867639100]","[0.814888023608036]","[0.04599744031457606]"
5500,4.141530779309869,12,0.4912285311838138,43.72468049193742,1.222792078150515,0.46520561113319187,0.03802405865186134,0.02877100825554553,0.8145173062852387,672.479389508694,3,"[0.4912285311838138,0.4912285311838138,0.4912285311838138]","[1.222792078150515,1.247870389510046,1.1229053345587512]","[43.72468049193742,43.72468049193742,43.72468049193742]","[0.04009259259259259,0.019900644408848995,0.03802405865186134]","[138.0,311.0,129.0]","[12,12,12]","[639.4064485025694,1360.5273966663558,672.479389508694]","[0.44276741908023376,0.46520561113319187,0.5212975624555243]","[4.141530779309869,4.141530779309869,4.141530779309869]","[-1289392212,996737300,-610609170]","[0.8093231780102623,0.8536817642077154,0.8145173062852387]","[0.030079190469473913,0.01399887667509909,0.02877100825554553]"
5500,4.0,9,0.5396957999233216,93.62964750217242,1.309288890806585,0.4999920207391384,0.03873864816862706,0.03698776581977223,0.7921944117296847,694.2589011682275,1,"[0.5396957999233216]","[1.309288890806585]","[93.62964750217242]","[0.03873864816862706]","[115.0]","[9]","[694.2589011682275]","[0.4999920207391384]","[4.0]","[-245564835]","[0.7921944117296847]","[0.03698776581977223]"
5500,4.0,25,0.5593761380450799,97.6625737768617,1.2491591096390426,0.5508386903570842,0.0355084175084175,0.021618573293010125,0.738960242412325,793.0214595579519,1,"[0.5593761380450799]","[1.2491591096390426]","[97.6625737768617]","[0.0355084175084175]","[168.0]","[25]","[793.0214595579519]","[0.5508386903570842]","[4.0]","[1901439601]","[0.738960242412325]","[0.021618573293010125]"
5500,4.3159607015649035,16,0.5113819613775024,100.0,1.3704597090015618,0.6194547427670218,0.0506383712905452,0.025184976397062048,0.7734169902255483,591.019130174245,1,"[0.5113819613775024]","[1.3704597090015618]","[100.0]","[0.0506383712905452]","[114.0]","[16]","[591.019130174245]","[0.6194547427670218]","[4.3159607015649035]","[-1637497119]","[0.7734169902255483]","[0.025184976397062048]"
5500,6.284755339418902,27,0.5338158534416787,91.93423612620825,1.185424125944843,0.45250776397872067,0.053127358727922305,0.043682807452064945,0.7705672473667607,469.50690496282834,1,"[0.5338158534416787]","[1.185424125944843]","[91.93423612620825]","[0.053127358727922305]","[104.0]","[27]","[469.50690496282834]","[0.45250776397872067]","[6.284755339418902]","[735986769]","[0.7705672473667607]","[0.043682807452064945]"
5500,6.690322940181245,21,0.4531870643184337,46.90299033100037,1.0254753219966726,0.4836365952005613,0.03755308127215769,0.02725060505481756,0.8222773338811867,707.4060155842146,2,"[0.4531870643184337,0.4531870643184337]","[1.059545358388412,0.9914052856049331]","[46.90299033100037,46.90299033100037]","[0.03308717426364485,0.04201898828067053]","[176.0,126.0]","[21,21]","[802.2593353887047,612.5526957797247]","[0.4741718679650172,0.4931013224361054]","[6.690322940181245,6.690322940181245]","[483587044,-1800568626]","[0.867544173998844,0.7770104937635295]","[0.02586522030525743,0.02863598980437769]"
5500,7.2345605760042275,4,0.43225611141747067,91.70055426790623,1.2527687203913362,0.4800508791127121,0.035712889807085625,0.0197951333255625,0.8218759915629483,868.1730426811826,1,"[0.43225611141747067]","[1.2527687203913362]","[91.70055426790623]","[0.035712889807085625]","[174.0]","[4]","[868.1730426811826]","[0.4800508791127121]","[7.2345605760042275]","[1358733298]","[0.8218759915629483]","[0.0197951333255625]"
5500,5.05604375958155,49,0.5795078021960236,100.0,1.0953623748974206,0.5492307470193668,0.04086392379075306,0.025217259103553987,0.74600539486172,669.0999937466113,1,"[0.5795078021960236]","[1.0953623748974206]","[100.0]","[0.04086392379075306]","[126.0]","[49]","[669.0999937466113]","[0.5492307470193668]","[5.05604375958155]","[-635298988]","[0.74600539486172]","[0.025217259103553987]"
5500,4.033590193705731,30,0.5605387916879981,97.29156804556949,1.4177920206207708,0.49613268587023773,0.04125524912041766,0.03496301723385738,0.7954280914091149,639.6938857672386,1,"[0.5605387916879981]","[1.4177920206207708]","[97.29156804556949]","[0.04125524912041766]","[139.0]","[30]","[639.6938857672386]","[0.49613268587023773]","[4.033590193705731]","[654784253]","[0.7954280914091149]","[0.03496301723385738]"
5500,4.013466319041323,4,0.5110314637682173,100.0,1.2021925096357058,0.5312394481495786,0.026443604128568325,0.01589273539391805,0.8197175026094456,1027.4244379375666,3,"[0.5110314637682173,0.5110314637682173,0.5110314637682173]","[1.824646379969874,1.2021925096357058,1.1479304491101205]","[100.0,100.0,100.0]","[0.05532849503437739,0.024608402869272433,0.026443604128568325]","[107.0,239.0,223.0]","[4,4,4]","[538.0486441596814,1029.9022384684033,1027.4244379375666]","[0.7488562036040473,0.5081982785624105,0.5312394481495786]","[4.013466319041323,4.013466319041323,4.013466319041323]","[-1415766690,-1276253906,2075941944]","[0.6952908304025006,0.8281366556620677,0.8197175026094456]","[0.027334901897684893,0.014910790933439479,0.01589273539391805]"
5500,10.0,13,0.6,40.0,1.6642385663058228,0.6555539372576779,0.1974160206718346,0.07821542112717929,0.649299099550465,221.5941691601281,1,"[0.6]","[1.6642385663058228]","[40.0]","[0.1974160206718346]","[44.0]","[13]","[221.5941691601281]","[0.6555539372576779]","[10.0]","[-915610634]","[0.649299099550465]","[0.07821542112717929]"
5500,8.580651050185214,50,0.5844003062673157,64.023018350684,1.7902606054021457,0.6519444403589133,0.06200967788721437,0.02594820730842764,0.6703088906308642,551.1279258127468,1,"[0.5844003062673157]","[1.7902606054021457]","[64.023018350684]","[0.06200967788721437]","[112.0]","[50]","[551.1279258127468]","[0.6519444403589133]","[8.580651050185214]","[1246026815]","[0.6703088906308642]","[0.02594820730842764]"
5500,9.12372133816903,31,0.5619269235272976,65.42220207614471,1.1887703885403151,0.4976385215215704,0.037152730620067305,0.04331915482001061,0.8141706044386083,554.8316641430391,1,"[0.5619269235272976]","[1.1887703885403151]","[65.42220207614471]","[0.037152730620067305]","[108.0]","[31]","[554.8316641430391]","[0.4976385215215704]","[9.12372133816903]","[-38651175]","[0.8141706044386083]","[0.04331915482001061]"
5500,4.13603723009175,33,0.4,99.89674717041726,1.0162578851927564,0.4215563316518239,0.03153899240855763,0.022044890133912164,0.8543427431387176,785.7579382888977,1,"[0.4]","[1.0162578851927564]","[99.89674717041726]","[0.03153899240855763]","[191.0]","[33]","[785.7579382888977]","[0.4215563316518239]","[4.13603723009175]","[582210085]","[0.8543427431387176]","[0.022044890133912164]"
5500,10.0,22,0.4262247317828313,100.0,1.181703631177708,0.421478183124162,0.03465507876154264,0.03373956856574951,0.8076250410332837,672.671111447156,1,"[0.4262247317828313]","[1.181703631177708]","[100.0]","[0.03465507876154264]","[147.0]","[22]","[672.671111447156]","[0.421478183124162]","[10.0]","[-588731402]","[0.8076250410332837]","[0.03373956856574951]"
5500,8.849956521786169,22,0.574554096992609,44.23689340854484,1.3853753883868005,0.4238024882364071,0.03670023853697323,0.033032028572367415,0.8216240551760768,730.0797218542416,1,"[0.574554096992609]","[1.3853753883868005]","[44.23689340854484]","[0.03670023853697323]","[137.0]","[22]","[730.0797218542416]","[0.4238024882364071]","[8.849956521786169]","[-68048352]","[0.8216240551760768]","[0.033032028572367415]"
5500,9.661163663338069,44,0.6,97.64906956726846,1.810632136364046,0.7380811425663588,0.17001380262249827,0.05253430255630645,0.6212449734584523,257.01441167062205,1,"[0.6]","[1.810632136364046]","[97.64906956726846]","[0.17001380262249827]","[47.0]","[44]","[257.01441167062205]","[0.7380811425663588]","[9.661163663338069]","[-1227754103]","[0.6212449734584523]","[0.05253430255630645]"
5500,8.795874609045496,27,0.6,40.0,1.2450604699021997,0.47230239567321547,0.042852845506955096,0.02570766470648123,0.7438337761640074,681.8430271327541,1,"[0.6]","[1.2450604699021997]","[40.0]","[0.042852845506955096]","[143.0]","[27]","[681.8430271327541]","[0.47230239567321547]","[8.795874609045496]","[1390576300]","[0.7438337761640074]","[0.02570766470648123]"
5500,6.408630449534829,6,0.532833884965477,100.0,1.161282200497626,0.4823448215959408,0.02849918359941945,0.023674633147707205,0.7964764097465838,824.4322847773103,1,"[0.532833884965477]","[1.161282200497626]","[100.0]","[0.02849918359941945]","[169.0]","[6]","[824.4322847773103]","[0.4823448215959408]","[6.408630449534829]","[877837524]","[0.7964764097465838]","[0.023674633147707205]"
5500,5.195922983034363,13,0.5626211057202931,91.7368019771472,1.3922625618300564,0.5756364446161532,0.045086686712302475,0.028194373457427233,0.7066878390902953,661.8073598434077,1,"[0.5626211057202931]","[1.3922625618300564]","[91.7368019771472]","[0.045086686712302475]","[122.0]","[13]","[661.8073598434077]","[0.5756364446161532]","[5.195922983034363]","[-856728817]","[0.7066878390902953]","[0.028194373457427233]"
5500,8.617643085239878,11,0.5528871794056404,71.33243045394818,1.6497372800695682,0.6935166055591862,0.182370820668693,0.052724803075740304,0.6419986248222993,262.7943113699681,1,"[0.5528871794056404]","[1.6497372800695682]","[71.33243045394818]","[0.182370820668693]","[48.0]","[11]","[262.7943113699681]","[0.6935166055591862]","[8.617643085239878]","[833927101]","[0.6419986248222993]","[0.052724803075740304]"
5500,4.491296420283714,29,0.5758916757394481,100.0,1.0512412213641245,0.5099308202510237,0.04050344717011384,0.03815002343015131,0.8070061657148001,591.3344928816832,1,"[0.5758916757394481]","[1.0512412213641245]","[100.0]","[0.04050344717011384]","[124.0]","[29]","[591.3344928816832]","[0.5099308202510237]","[4.491296420283714]","[-1209865893]","[0.8070061657148001]","[0.03815002343015131]"
5500,6.608072963910241,18,0.5416653729336602,90.73313668116253,1.1674569671386297,0.5259449273224651,0.032124937887242806,0.020681066108746766,0.7963988748419425,929.2030497195566,1,"[0.5416653729336602]","[1.1674569671386297]","[90.73313668116253]","[0.032124937887242806]","[186.0]","[18]","[929.2030497195566]","[0.5259449273224651]","[6.608072963910241]","[1356142062]","[0.7963988748419425]","[0.020681066108746766]"
5500,4.0,9,0.5189701302197335,100.0,1.2128291302562046,0.48365819176381053,0.05284675668020017,0.03504455294067413,0.7743657588593554,510.5491709199826,1,"[0.5189701302197335]","[1.2128291302562046]","[100.0]","[0.05284675668020017]","[112.0]","[9]","[510.5491709199826]","[0.48365819176381053]","[4.0]","[1191109229]","[0.7743657588593554]","[0.03504455294067413]"
5500,5.922873592862671,48,0.4346029881965582,77.80547606387336,1.335017660277738,0.489285788222051,0.04074186682882335,0.025588612341694104,0.8132621689602543,705.2218652809615,1,"[0.4346029881965582]","[1.335017660277738]","[77.80547606387336]","[0.04074186682882335]","[170.0]","[48]","[705.2218652809615]","[0.489285788222051]","[5.922873592862671]","[441633901]","[0.8132621689602543]","[0.025588612341694104]"
