evolution$generation,maxNewLinksNumber,densityConf,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,nwDiameter,meanBwCentrality,nwSize,densityConf,nwLength,meanPathLength,maxNewLinksNumber,replication,meanRelativeSpeed,meanClosenessCentrality
10000,9.211393545601744,30,1.3453546806222547,0.37164643429387295,0.02854125605649996,0.1786332993054915,0.8632537861256129,923.3024815201602,1,"[1.3453546806222547]","[0.02854125605649996]","[288.0]","[30]","[923.3024815201602]","[0.37164643429387295]","[9.211393545601744]","[-1310395255]","[0.8632537861256129]","[0.1786332993054915]"
10000,6.955829939895242,30,0.9944044427145304,0.3757998704298442,0.03207719644896926,0.05352251644149343,0.8802321860394896,874.5609700951987,1,"[0.9944044427145304]","[0.03207719644896926]","[249.0]","[30]","[874.5609700951987]","[0.3757998704298442]","[6.955829939895242]","[1203760528]","[0.8802321860394896]","[0.05352251644149343]"
10000,8.167050387446384,36,1.2360194407771357,0.3128772039067209,0.028688788427508154,0.033374943602913605,0.8666476202086888,828.8828494311941,1,"[1.2360194407771357]","[0.028688788427508154]","[344.0]","[36]","[828.8828494311941]","[0.3128772039067209]","[8.167050387446384]","[1830430494]","[0.8666476202086888]","[0.033374943602913605]"
10000,5.084081604516743,36,1.1110226331505377,0.38375364956367564,0.034391569153186426,0.026493693834298306,0.7876324588513369,774.5293594597887,1,"[1.1110226331505377]","[0.034391569153186426]","[283.0]","[36]","[774.5293594597887]","[0.38375364956367564]","[5.084081604516743]","[30069326]","[0.7876324588513369]","[0.026493693834298306]"
10000,6.945907056916761,41,1.1548233031146768,0.45350673897436683,0.036450020426556394,0.023811198306311447,0.8152743863976323,867.9035196039207,1,"[1.1548233031146768]","[0.036450020426556394]","[237.0]","[41]","[867.9035196039207]","[0.45350673897436683]","[6.945907056916761]","[1911018547]","[0.8152743863976323]","[0.023811198306311447]"
10000,3.5703071218033084,11,1.5095182878849798,0.5275322421160105,0.04836978062502712,0.0518822555274847,0.728840535328994,726.1861372234594,1,"[1.5095182878849798]","[0.04836978062502712]","[206.0]","[11]","[726.1861372234594]","[0.5275322421160105]","[3.5703071218033084]","[343107582]","[0.728840535328994]","[0.0518822555274847]"
10000,3.1768184281228704,39,1.0589328060762497,0.3486649620996698,0.038001084010840104,0.5759836648918059,0.9090975088331831,659.8369164958781,1,"[1.0589328060762497]","[0.038001084010840104]","[205.0]","[39]","[659.8369164958781]","[0.3486649620996698]","[3.1768184281228704]","[-1003068585]","[0.9090975088331831]","[0.5759836648918059]"
10000,2.2784903064714443,35,1.4146804320953685,0.5073168118632855,0.044952526679221595,0.02049660036247199,0.7226773800219599,691.8215633466767,1,"[1.4146804320953685]","[0.044952526679221595]","[216.0]","[35]","[691.8215633466767]","[0.5073168118632855]","[2.2784903064714443]","[1888341805]","[0.7226773800219599]","[0.02049660036247199]"
10000,3.4803150819865247,5,1.3249242156440233,0.5092857957745461,0.0467885550802835,0.052362022257409366,0.7443974929719996,717.1675031523472,2,"[1.4086406032017382,1.2412078280863084]","[0.050816043074791754,0.04276106708577524]","[207.0,218.0]","[5,5]","[695.3857510743363,738.9492552303581]","[0.5378317247484716,0.4807398668006207]","[3.4803150819865247,3.4803150819865247]","[-1375548241,533199466]","[0.7355365901956085,0.7532583957483909]","[0.08181231911378142,0.022911725401037315]"
10000,4.290930435722606,6,1.2700029726345792,0.4038567569079526,0.0423238598361269,0.044472724440133955,0.7868247829214174,627.6640008001821,1,"[1.2700029726345792]","[0.0423238598361269]","[203.0]","[6]","[627.6640008001821]","[0.4038567569079526]","[4.290930435722606]","[1831816244]","[0.7868247829214174]","[0.044472724440133955]"
10000,5.273622336048253,46,1.3923682609385883,0.46787278407741706,0.034762737895252895,0.021213021726257244,0.7820016789739364,903.5542800489299,1,"[1.3923682609385883]","[0.034762737895252895]","[291.0]","[46]","[903.5542800489299]","[0.46787278407741706]","[5.273622336048253]","[-625017349]","[0.7820016789739364]","[0.021213021726257244]"
10000,2.2714751260548267,37,1.0192470816687216,0.46090956828855206,0.04537755062616941,0.021386416248674787,0.7606764721588152,644.5712449374266,1,"[1.0192470816687216]","[0.04537755062616941]","[220.0]","[37]","[644.5712449374266]","[0.46090956828855206]","[2.2714751260548267]","[-290794969]","[0.7606764721588152]","[0.021386416248674787]"
10000,9.105326232436884,26,0.9642936240772031,0.3672657019150626,0.03043999104343932,0.031205899003234575,0.864051086777459,981.0583172605251,1,"[0.9642936240772031]","[0.03043999104343932]","[290.0]","[26]","[981.0583172605251]","[0.3672657019150626]","[9.105326232436884]","[1424832171]","[0.864051086777459]","[0.031205899003234575]"
10000,1.469399269366952,45,1.6170866920707752,0.6333349183037905,0.0562200230708518,0.016159773810273077,0.658035327855242,628.9436237117395,1,"[1.6170866920707752]","[0.0562200230708518]","[201.0]","[45]","[628.9436237117395]","[0.6333349183037905]","[1.469399269366952]","[1886479036]","[0.658035327855242]","[0.016159773810273077]"
10000,3.217882058965672,35,1.3196145077286832,0.5016421694629992,0.038848784194528876,0.017584489626793393,0.7558912558910579,806.241129279228,1,"[1.3196145077286832]","[0.038848784194528876]","[240.0]","[35]","[806.241129279228]","[0.5016421694629992]","[3.217882058965672]","[1253018915]","[0.7558912558910579]","[0.017584489626793393]"
10000,5.661252787013512,20,1.133079653261932,0.4105926808853647,0.038087776617196964,0.040589746750006116,0.7914790346155545,770.31745071263,2,"[1.2401246448499168,1.0260346616739473]","[0.03725005153576582,0.03892550169862811]","[252.0,236.0]","[20,20]","[787.2898366072433,753.3450648180167]","[0.42697198888232973,0.39421337288839964]","[5.661252787013512,5.661252787013512]","[-2013345540,438174638]","[0.7832374986054712,0.7997205706256377]","[0.04291015193885512,0.03826934156115711]"
10000,2.8865719192450756,47,1.4444312840962152,0.49357046986039527,0.042571829551486876,0.02188227985145616,0.7438210594004343,708.0040486192406,2,"[1.6093702472926574,1.279492320899773]","[0.04198492520589788,0.04315873389707586]","[242.0,231.0]","[47,47]","[728.4541825064259,687.5539147320553]","[0.4765848921525335,0.510556047568257]","[2.8865719192450756,2.8865719192450756]","[2060706965,-1931207710]","[0.7560128852491638,0.7316292335517048]","[0.02622981809863817,0.017534741604274155]"
10000,2.1158170879157403,17,1.3803508105305797,0.539893225333627,0.050770227809756825,0.03086352765362855,0.7362206256544453,635.3800990301554,1,"[1.3803508105305797]","[0.050770227809756825]","[203.0]","[17]","[635.3800990301554]","[0.539893225333627]","[2.1158170879157403]","[-2141871835]","[0.7362206256544453]","[0.03086352765362855]"
10000,3.134050029536694,35,1.2744177590524008,0.5037837624016912,0.04645237066587367,0.022599003181647946,0.7614746934231293,656.059686171211,1,"[1.2744177590524008]","[0.04645237066587367]","[205.0]","[35]","[656.059686171211]","[0.5037837624016912]","[3.134050029536694]","[-327479182]","[0.7614746934231293]","[0.022599003181647946]"
10000,6.756863253958231,39,1.308106000180486,0.36992485668442804,0.030205910226587404,0.07475954194816896,0.9057678885668953,945.7369880119849,1,"[1.308106000180486]","[0.030205910226587404]","[265.0]","[39]","[945.7369880119849]","[0.36992485668442804]","[6.756863253958231]","[-1646070584]","[0.9057678885668953]","[0.07475954194816896]"
10000,3.44577779729791,43,1.263482422443222,0.5452242226620473,0.046452224629095366,0.01758654968123629,0.7205846424736185,766.5577220994062,2,"[1.3715441517312206,1.1554206931552236]","[0.051621490849316734,0.041282958408874]","[228.0,235.0]","[43,43]","[764.417168839946,768.6982753588662]","[0.5881819818933451,0.5022664634307494]","[3.44577779729791,3.44577779729791]","[357300469,-683304328]","[0.6779005367335812,0.7632687482136559]","[0.014969830578941287,0.020203268783531295]"
10000,2.0570154426766907,39,1.306708688650194,0.44048950296738787,0.036145484655703816,0.04109469405355244,0.8776165310369258,814.2677694054853,1,"[1.306708688650194]","[0.036145484655703816]","[217.0]","[39]","[814.2677694054853]","[0.44048950296738787]","[2.0570154426766907]","[-1917776173]","[0.8776165310369258]","[0.04109469405355244]"
10000,6.0929491191111715,20,1.1447773966882155,0.3832900217872285,0.03456514965246861,0.04458445085748815,0.8236461120655074,790.4704958492532,2,"[1.1166494228569894,1.1729053705194414]","[0.03369292870452313,0.03543737060041408]","[272.0,240.0]","[20,20]","[776.3872827887906,804.5537089097157]","[0.3862605054369748,0.3803195381374822]","[6.0929491191111715,6.0929491191111715]","[-1943702904,1168699212]","[0.8227293601227293,0.8245628640082856]","[0.048610322301843215,0.04055857941313309]"
10000,6.097738892296521,46,1.0581090671809352,0.4022245919492814,0.03847121054892715,4.710520399761512E9,0.796558902451094,799.1477494385574,1,"[1.0581090671809352]","[0.03847121054892715]","[229.0]","[46]","[799.1477494385574]","[0.4022245919492814]","[6.097738892296521]","[-1432214587]","[0.796558902451094]","[4.710520399761512E9]"
10000,10.0,41,1.2288106594976813,0.4363910305994922,0.03485253400746358,0.03832347085624406,0.8465779877018761,864.9296889127787,1,"[1.2288106594976813]","[0.03485253400746358]","[225.0]","[41]","[864.9296889127787]","[0.4363910305994922]","[10.0]","[100935038]","[0.8465779877018761]","[0.03832347085624406]"
10000,1.5542733916469467,13,1.4718527480302162,0.5809519275540587,0.05668873853301215,0.014565153039805857,0.6686507987146708,665.2060177749112,2,"[1.3563568506405792,1.587348645419853]","[0.058289062389809,0.05508841467621531]","[213.0,224.0]","[13,13]","[666.8804755460002,663.5315600038222]","[0.5844401675072042,0.5774636876009133]","[1.5542733916469467,1.5542733916469467]","[67918012,1256607010]","[0.6574451950084663,0.6798564024208753]","[0.014614736588800368,0.014515569490811347]"
10000,3.8504742948081994,12,1.2995727538897903,0.4999299707012257,0.04314735039865452,0.024882630779566844,0.7681913480185365,801.1184329879168,2,"[1.4450853461227,1.1540601616568806]","[0.0453644682391695,0.04093023255813954]","[260.0,225.0]","[12,12]","[848.1037961584267,754.1330698174067]","[0.5289956165652021,0.4708643248372493]","[3.8504742948081994,3.8504742948081994]","[-525960183,1658387167]","[0.731120931026421,0.8052617650106519]","[0.017532619788998078,0.032232641770135614]"
10000,2.4528205172992434,50,1.3267614196166757,0.522489963974323,0.046500442423411975,0.03162247880396358,0.708312479477308,697.5687673602093,1,"[1.3267614196166757]","[0.046500442423411975]","[230.0]","[50]","[697.5687673602093]","[0.522489963974323]","[2.4528205172992434]","[-664825025]","[0.708312479477308]","[0.03162247880396358]"
10000,8.175930821139051,29,1.2019444964277415,0.3936384098221683,0.028413492473465713,0.045296498332998966,0.8885274884268923,962.736207424435,2,"[1.1007719895565966,1.3031170032988864]","[0.02648044041089464,0.030346544536036787]","[356.0,269.0]","[29,29]","[983.440310597949,942.0321042509211]","[0.38258874331598175,0.40468807632835485]","[8.175930821139051,8.175930821139051]","[1047310661,2014651448]","[0.8950642883449527,0.881990688508832]","[0.05351265063221624,0.0370803460337817]"
10000,2.4670002126273354,24,1.2717353939759757,0.4803252964565351,0.04162700699065544,0.051426376663011475,0.7619129969078069,692.1133969034566,1,"[1.2717353939759757]","[0.04162700699065544]","[218.0]","[24]","[692.1133969034566]","[0.4803252964565351]","[2.4670002126273354]","[-1700927950]","[0.7619129969078069]","[0.051426376663011475]"
10000,2.4888286178206385,28,0.9657573398023047,0.4004742377993331,0.043487610435012314,0.051598649168131935,0.8113784408794905,659.1454888129526,1,"[0.9657573398023047]","[0.043487610435012314]","[203.0]","[28]","[659.1454888129526]","[0.4004742377993331]","[2.4888286178206385]","[-436018842]","[0.8113784408794905]","[0.051598649168131935]"
10000,3.5653798450418264,29,1.4518338307039755,0.41742009647598743,0.04027092184757219,0.04487265252641548,0.8098491386318277,791.4885076050557,1,"[1.4518338307039755]","[0.04027092184757219]","[223.0]","[29]","[791.4885076050557]","[0.41742009647598743]","[3.5653798450418264]","[-61290767]","[0.8098491386318277]","[0.04487265252641548]"
10000,8.943821251337605,16,1.2326745342212233,0.4046992162218189,0.030860590432391255,0.03229559995849956,0.8696405392723399,987.8643046150273,2,"[1.253374568065324,1.2119745003771225]","[0.03245607049954876,0.02926511036523375]","[276.0,305.0]","[16,16]","[1028.2758306712549,947.4527785587999]","[0.42436331751935874,0.38503511492427916]","[8.943821251337605,8.943821251337605]","[-730709577,1648680360]","[0.873212856013607,0.8660682225310726]","[0.037032901559599485,0.027558298357399636]"
10000,5.666942269394189,29,1.1198162744611098,0.39376434330567717,0.03573863458671698,0.05446478102216179,0.8433074320136905,735.6602512718765,1,"[1.1198162744611098]","[0.03573863458671698]","[235.0]","[29]","[735.6602512718765]","[0.39376434330567717]","[5.666942269394189]","[370124382]","[0.8433074320136905]","[0.05446478102216179]"
10000,8.739667676729992,44,1.0745942169304363,0.4020510574404092,0.031082903006497114,0.07348286829443193,0.8360631255014562,1000.3421074480159,1,"[1.0745942169304363]","[0.031082903006497114]","[299.0]","[44]","[1000.3421074480159]","[0.4020510574404092]","[8.739667676729992]","[-840779021]","[0.8360631255014562]","[0.07348286829443193]"
10000,4.138338930046494,26,1.1651308837305183,0.47615126359404897,0.04107239769890372,0.022937705391647224,0.7698833329841489,808.8479275554064,1,"[1.1651308837305183]","[0.04107239769890372]","[222.0]","[26]","[808.8479275554064]","[0.47615126359404897]","[4.138338930046494]","[-1697936166]","[0.7698833329841489]","[0.022937705391647224]"
10000,2.472729577024804,6,1.1166769849253502,0.4242142220380306,0.04639402877499759,0.06746839228415158,0.7598604549337022,620.4816621638348,1,"[1.1166769849253502]","[0.04639402877499759]","[207.0]","[6]","[620.4816621638348]","[0.4242142220380306]","[2.472729577024804]","[-1873689624]","[0.7598604549337022]","[0.06746839228415158]"
10000,7.882222153799525,16,1.1018778271668963,0.4193060289855767,0.03263396661191656,0.060491594729944566,0.864224133612705,937.687226105021,2,"[1.1091295554195557,1.094626098914237]","[0.033877025679506755,0.031390907544326364]","[268.0,271.0]","[16,16]","[951.147177761642,924.2272744484]","[0.4404110297433346,0.3982010282278187]","[7.882222153799525,7.882222153799525]","[2049369937,790910527]","[0.8528065101341792,0.8756417570912308]","[0.06414202904358117,0.05684116041630796]"
10000,4.866466375054063,30,1.1864537712550767,0.41116089203511363,0.038887899139685794,2.0806408167413597,0.859968447913966,726.5648207098523,2,"[1.210563834176312,1.1623437083338413]","[0.03997395587387265,0.03780184240549893]","[202.0,218.0]","[30,30]","[702.3965710357483,750.7330703839564]","[0.4378322630558052,0.38448952101442213]","[4.866466375054063,4.866466375054063]","[77850409,-2003045764]","[0.8464841309723425,0.8734527648555895]","[4.115946645771099,0.04533498771162078]"
10000,8.51188535144688,8,1.0121384144749455,0.2905095928164806,0.03029858650046845,0.04470964717122363,0.8562956531757887,759.4126854123177,1,"[1.0121384144749455]","[0.03029858650046845]","[280.0]","[8]","[759.4126854123177]","[0.2905095928164806]","[8.51188535144688]","[-1071337405]","[0.8562956531757887]","[0.04470964717122363]"
10000,8.54301901000459,24,0.9598416154313408,0.30566198825065993,0.03063933506347759,0.07283951214211697,0.868009818602107,788.9154686756411,1,"[0.9598416154313408]","[0.03063933506347759]","[269.0]","[24]","[788.9154686756411]","[0.30566198825065993]","[8.54301901000459]","[668409107]","[0.868009818602107]","[0.07283951214211697]"
10000,9.99223475071874,23,1.099015588399329,0.4154576382109461,0.027875095201827876,0.03455878353648219,0.8551652325071023,1060.3498628520358,1,"[1.099015588399329]","[0.027875095201827876]","[325.0]","[23]","[1060.3498628520358]","[0.4154576382109461]","[9.99223475071874]","[-1879999508]","[0.8551652325071023]","[0.03455878353648219]"
10000,6.75244300802818,48,1.0657533944960105,0.4614576967220744,0.03741052255861394,0.030198561361450493,0.8173286637093458,871.3422086281059,2,"[0.9917566041568542,1.139750184835167]","[0.03661131409782833,0.038209731019399555]","[233.0,218.0]","[48,48]","[852.074098811429,890.6103184447829]","[0.45424673938649945,0.4686686540576493]","[6.75244300802818,6.75244300802818]","[193912491,-1930869781]","[0.8360257872765551,0.7986315401421364]","[0.027922848819978963,0.03247427390292202]"
10000,2.660767013731655,28,1.0192682738620127,0.437024765654485,0.047221363151187544,0.02774750285017243,0.7853543608666408,631.3140577687391,1,"[1.0192682738620127]","[0.047221363151187544]","[201.0]","[28]","[631.3140577687391]","[0.437024765654485]","[2.660767013731655]","[1639852975]","[0.7853543608666408]","[0.02774750285017243]"
10000,1.9281016798720567,18,1.445172947144038,0.6284515347253146,0.05488348108332021,0.03093684813536004,0.6718577473797192,649.6483595502225,1,"[1.445172947144038]","[0.05488348108332021]","[201.0]","[18]","[649.6483595502225]","[0.6284515347253146]","[1.9281016798720567]","[-787983766]","[0.6718577473797192]","[0.03093684813536004]"
10000,8.135870007709984,22,1.1338797551292823,0.39077583920446574,0.031244914115794033,0.07048719865886055,0.8185240561722222,885.9878890581739,1,"[1.1338797551292823]","[0.031244914115794033]","[283.0]","[22]","[885.9878890581739]","[0.39077583920446574]","[8.135870007709984]","[211858396]","[0.8185240561722222]","[0.07048719865886055]"
10000,2.4800013066631714,1,1.6049072995311002,0.522943917420562,0.04831990311353327,0.020650692574451644,0.7020339528501733,701.337802984425,1,"[1.6049072995311002]","[0.04831990311353327]","[221.0]","[1]","[701.337802984425]","[0.522943917420562]","[2.4800013066631714]","[-562299567]","[0.7020339528501733]","[0.020650692574451644]"
10000,8.786736001439607,4,1.2129656807120657,0.42376477290355824,0.03934963800200723,0.040379679650027075,0.8510871263939633,791.204878871416,1,"[1.2129656807120657]","[0.03934963800200723]","[206.0]","[4]","[791.204878871416]","[0.42376477290355824]","[8.786736001439607]","[2011377091]","[0.8510871263939633]","[0.040379679650027075]"
10000,6.616138946575749,2,1.1433392942925171,0.40932258126572885,0.03264784650294962,0.02742494720559582,0.8647121351112268,890.6269315810813,1,"[1.1433392942925171]","[0.03264784650294962]","[279.0]","[2]","[890.6269315810813]","[0.40932258126572885]","[6.616138946575749]","[-673302557]","[0.8647121351112268]","[0.02742494720559582]"
10000,9.420332420860465,24,0.9815458016120779,0.3380436722482003,0.03463210470641115,0.060580509682819826,0.878157877016053,790.7141306454082,2,"[0.8896081977840439,1.073483405440112]","[0.034472997260398895,0.0347912121524234]","[226.0,219.0]","[24,24]","[730.8600474602456,850.5682138305707]","[0.30875830684589145,0.36732903765050917]","[9.420332420860465,9.420332420860465]","[1720307406,1021321114]","[0.8789547680362412,0.8773609859958649]","[0.07665736300623269,0.044503656359406965]"
10000,4.912209875467059,47,1.4354677169624295,0.49228914446023914,0.03992684790691431,0.024767376346069556,0.7533878335273698,807.52214845984,2,"[1.4044134597859874,1.4665219741388713]","[0.036523707391997416,0.0433299884218312]","[243.0,249.0]","[47,47]","[812.6440493914116,802.4002475282683]","[0.4997653217553635,0.4848129671651148]","[4.912209875467059,4.912209875467059]","[996065779,1822051328]","[0.7417353203353034,0.7650403467194363]","[0.02439263518603022,0.02514211750610889]"
10000,1.1993387734480234,43,1.9689039914286988,0.7050440817332682,0.05950230215904837,0.013531493604789665,0.6302015100041385,688.0946376356263,2,"[1.908032290694224,2.0297756921631738]","[0.06048646442396012,0.05851813989413662]","[219.0,219.0]","[43,43]","[667.2651197300845,708.9241555411681]","[0.6648633260659729,0.7452248374005636]","[1.1993387734480234,1.1993387734480234]","[-614032077,445195656]","[0.653060058318101,0.6073429616901759]","[0.014318019558592758,0.012744967650986571]"
10000,3.319275969184117,35,1.1717959779118976,0.4893557324572372,0.044165476813171796,0.0276640733486935,0.7458920714500694,726.2854491287536,1,"[1.1717959779118976]","[0.044165476813171796]","[219.0]","[35]","[726.2854491287536]","[0.4893557324572372]","[3.319275969184117]","[-452144752]","[0.7458920714500694]","[0.0276640733486935]"
10000,1.5015610213214647,1,1.556202716818502,0.5791421253047533,0.06231142335073184,0.01567318892365508,0.628667522753654,589.8693666850456,1,"[1.556202716818502]","[0.06231142335073184]","[206.0]","[1]","[589.8693666850456]","[0.5791421253047533]","[1.5015610213214647]","[-440895596]","[0.628667522753654]","[0.01567318892365508]"
10000,2.637062914743526,46,1.2252533286152254,0.4885845127227863,0.04507286432160804,0.01686968043662196,0.7380419680391578,750.7420216511193,1,"[1.2252533286152254]","[0.04507286432160804]","[240.0]","[46]","[750.7420216511193]","[0.4885845127227863]","[2.637062914743526]","[-1508320727]","[0.7380419680391578]","[0.01686968043662196]"
10000,4.255456452138246,38,1.4326363081450242,0.4850375347254374,0.03677297960266973,0.04501179815115848,0.7943346077883392,809.0387267145443,1,"[1.4326363081450242]","[0.03677297960266973]","[253.0]","[38]","[809.0387267145443]","[0.4850375347254374]","[4.255456452138246]","[-490888588]","[0.7943346077883392]","[0.04501179815115848]"
10000,1.895056603645077,6,1.696801292796891,0.5649282189553486,0.06291821456715074,0.016448604406038497,0.6355076716672361,562.2410373048921,1,"[1.696801292796891]","[0.06291821456715074]","[200.0]","[6]","[562.2410373048921]","[0.5649282189553486]","[1.895056603645077]","[1358882184]","[0.6355076716672361]","[0.016448604406038497]"
10000,3.8876687151070604,22,1.1502592602048853,0.396120741957359,0.045202596723597076,0.1504080663717438,0.7930371641144193,654.7744836896727,1,"[1.1502592602048853]","[0.045202596723597076]","[200.0]","[22]","[654.7744836896727]","[0.396120741957359]","[3.8876687151070604]","[-648069953]","[0.7930371641144193]","[0.1504080663717438]"
10000,9.999998902919367,30,1.1600438245935625,0.39412555138443506,0.028372488097100832,0.045525090409745894,0.8733387829772558,1080.6659540087403,1,"[1.1600438245935625]","[0.028372488097100832]","[294.0]","[30]","[1080.6659540087403]","[0.39412555138443506]","[9.999998902919367]","[-461703899]","[0.8733387829772558]","[0.045525090409745894]"
10000,9.035454956629707,39,1.0630420761273438,0.27231420405183987,0.025708185220380344,0.12625162713058333,0.9299758856678517,862.9457865007033,1,"[1.0630420761273438]","[0.025708185220380344]","[315.0]","[39]","[862.9457865007033]","[0.27231420405183987]","[9.035454956629707]","[-1503992050]","[0.9299758856678517]","[0.12625162713058333]"
10000,8.673861020078075,32,1.227129832056125,0.40866884107652685,0.03282855941673028,0.06256274376543038,0.8244668564195116,1008.0558641041027,1,"[1.227129832056125]","[0.03282855941673028]","[264.0]","[32]","[1008.0558641041027]","[0.40866884107652685]","[8.673861020078075]","[-225010220]","[0.8244668564195116]","[0.06256274376543038]"
10000,9.212947883317922,5,1.1666621450308792,0.4267473594183607,0.02998202238503025,0.029736958285170787,0.8327916705720136,1044.029297826475,3,"[1.1666621450308792,1.1138927373138965,1.2411981064953967]","[0.041141568355308814,0.02998202238503025,0.028606504514464715]","[200.0,289.0,324.0]","[5,5,5]","[803.4560583210883,1044.029297826475,1114.4941905712753]","[0.4267473594183607,0.4140711238120926,0.44123724866544944]","[9.212947883317922,9.212947883317922,9.212947883317922]","[-1498710241,1532641216,1121831234]","[0.8327916705720136,0.8495959818710238,0.8307394458632775]","[0.04000251987482768,0.026636014926375153,0.029736958285170787]"
10000,1.2799974136334955,5,1.763791861329242,0.6014522614392754,0.05353329101353969,0.016921509508801596,0.6711836002378198,655.2695399914667,2,"[1.9119209247920026,1.6156627978664815]","[0.052681854228245985,0.05438472779883339]","[220.0,216.0]","[5,5]","[658.9331967460982,651.6058832368351]","[0.6230180736264781,0.5798864492520729]","[1.2799974136334955,1.2799974136334955]","[1282198310,-722987461]","[0.6686488990294209,0.6737183014462186]","[0.015225510228186719,0.018617508789416475]"
10000,8.27023406566292,47,1.2943915806594368,0.4307131106454662,0.035010906060828864,0.06791460123983509,0.8277312184615518,927.4006368853248,1,"[1.2943915806594368]","[0.035010906060828864]","[268.0]","[47]","[927.4006368853248]","[0.4307131106454662]","[8.27023406566292]","[182229404]","[0.8277312184615518]","[0.06791460123983509]"
10000,1.586631879715416,30,1.3372645947800774,0.5125625165132324,0.05177915632754342,0.06118627929340958,0.7370708280970335,670.5784155183218,1,"[1.3372645947800774]","[0.05177915632754342]","[200.0]","[30]","[670.5784155183218]","[0.5125625165132324]","[1.586631879715416]","[2086028159]","[0.7370708280970335]","[0.06118627929340958]"
10000,3.9607581942755967,24,1.1703353346068166,0.40240801589074215,0.038699377733582965,0.2972987204563271,0.8261570544187665,716.6919478770675,1,"[1.1703353346068166]","[0.038699377733582965]","[213.0]","[24]","[716.6919478770675]","[0.40240801589074215]","[3.9607581942755967]","[45221485]","[0.8261570544187665]","[0.2972987204563271]"
