evolution$generation,maxNewLinksNumber,densityConf,nwDiameter,meanPathLength,meanBwCentrality,meanClosenessCentrality,meanRelativeSpeed,nwLength,evolution$samples,nwDiameter,meanBwCentrality,nwSize,densityConf,nwLength,meanPathLength,maxNewLinksNumber,replication,meanRelativeSpeed,meanClosenessCentrality
10000,6.582332373936261,4,1.0778005619023223,0.4370408669100622,0.03620925799691989,0.07449286013320298,0.8441868200507668,874.8694450622423,1,"[1.0778005619023223]","[0.03620925799691989]","[240.0]","[4]","[874.8694450622423]","[0.4370408669100622]","[6.582332373936261]","[-1961694556]","[0.8441868200507668]","[0.07449286013320298]"
10000,9.454278047183719,39,0.9725607894548898,0.3700287101352463,0.031318481674440374,0.09432550973409302,0.9149647771079611,927.073515560335,2,"[0.9931910080751425,0.951930570834637]","[0.034130492751182406,0.028506470597698334]","[210.0,267.0]","[39,39]","[879.1813889658356,974.9656421548343]","[0.402194740419156,0.33786267985133667]","[9.454278047183719,9.454278047183719]","[1923117348,699822897]","[0.9112354518048582,0.918694102411064]","[0.13905682187556878,0.049594197592617274]"
10000,3.9059983605262274,22,1.0339793717839716,0.3404017238568284,0.03924966725820763,0.039484823530355775,0.8211052082851199,645.3663771186119,1,"[1.0339793717839716]","[0.03924966725820763]","[224.0]","[22]","[645.3663771186119]","[0.3404017238568284]","[3.9059983605262274]","[-876726864]","[0.8211052082851199]","[0.039484823530355775]"
10000,3.3152632887489975,46,1.3189970315604542,0.465605008489717,0.045748463841770136,0.04345889273103482,0.7338117291134316,670.3688412762872,1,"[1.3189970315604542]","[0.045748463841770136]","[221.0]","[46]","[670.3688412762872]","[0.465605008489717]","[3.3152632887489975]","[1490515501]","[0.7338117291134316]","[0.04345889273103482]"
10000,6.594744869270187,12,1.2127724817113767,0.41459408888572497,0.03506587820313311,0.0646579391317202,0.8307876225394896,763.4693615607296,1,"[1.2127724817113767]","[0.03506587820313311]","[252.0]","[12]","[763.4693615607296]","[0.41459408888572497]","[6.594744869270187]","[777102900]","[0.8307876225394896]","[0.0646579391317202]"
10000,3.617781819367536,45,1.1563821905100387,0.49756418866707164,0.04129334692807953,0.021585582451373594,0.7468220177411737,787.8623078784949,2,"[1.1698759382093615,1.1428884428107158]","[0.04290406362899528,0.039682630227163784]","[253.0,259.0]","[45,45]","[770.4671124769842,805.2575032800056]","[0.5255303099882576,0.46959806734588566]","[3.617781819367536,3.617781819367536]","[1599236175,1000174602]","[0.7187196168967995,0.7749244185855481]","[0.018859866181893618,0.02431129872085357]"
10000,3.479259664983389,27,1.1879608964286639,0.4429653608191716,0.04739630602659024,0.030480371138463958,0.7554327195275924,639.1415190969525,1,"[1.1879608964286639]","[0.04739630602659024]","[200.0]","[27]","[639.1415190969525]","[0.4429653608191716]","[3.479259664983389]","[-1040335998]","[0.7554327195275924]","[0.030480371138463958]"
10000,6.883571529549615,39,1.084839442664855,0.3437860019041238,0.029332624900491933,0.07957839481823595,0.9231864590864992,909.9385316675936,1,"[1.084839442664855]","[0.029332624900491933]","[247.0]","[39]","[909.9385316675936]","[0.3437860019041238]","[6.883571529549615]","[1227150179]","[0.9231864590864992]","[0.07957839481823595]"
10000,9.870999628445139,28,1.2732569342365303,0.35633140063525387,0.03831208598925135,0.06618840541775904,0.848156753896075,671.6709623253947,1,"[1.2732569342365303]","[0.03831208598925135]","[200.0]","[28]","[671.6709623253947]","[0.35633140063525387]","[9.870999628445139]","[437190363]","[0.848156753896075]","[0.06618840541775904]"
10000,3.774226509054281,19,1.542875958964034,0.4792474615922602,0.04062191407656528,0.021296515317409555,0.747591555034567,773.0093082352038,1,"[1.542875958964034]","[0.04062191407656528]","[241.0]","[19]","[773.0093082352038]","[0.4792474615922602]","[3.774226509054281]","[296259334]","[0.747591555034567]","[0.021296515317409555]"
10000,8.007852102240573,26,1.0494504669110947,0.41519966284745596,0.03731589131634068,0.07003491554504711,0.8541499661429202,793.2181529456109,1,"[1.0494504669110947]","[0.03731589131634068]","[213.0]","[26]","[793.2181529456109]","[0.41519966284745596]","[8.007852102240573]","[1024849407]","[0.8541499661429202]","[0.07003491554504711]"
10000,9.263017515203497,21,1.193589787773864,0.3818460329908264,0.029619268361250145,0.03127908616520864,0.8549432292138778,936.0810538046131,3,"[1.193589787773864,0.9747644268638097,1.195909744664135]","[0.029619268361250145,0.03740345889599621,0.02711139650911224]","[287.0,201.0,362.0]","[21,21,21]","[936.0810538046131,750.9997346802119,1038.118369194325]","[0.3845239789388999,0.3581320437496417,0.3818460329908264]","[9.263017515203497,9.263017515203497,9.263017515203497]","[1017668339,520081499,324400354]","[0.8535934500927507,0.8549432292138778,0.8559524076800629]","[0.03127908616520864,0.10049594379942402,0.026435925162764957]"
10000,3.3883920417617848,44,1.5063792016954007,0.538923429896938,0.050417884545122395,0.021059784592788743,0.7245591784615165,680.8335716404259,1,"[1.5063792016954007]","[0.050417884545122395]","[204.0]","[44]","[680.8335716404259]","[0.538923429896938]","[3.3883920417617848]","[1421728739]","[0.7245591784615165]","[0.021059784592788743]"
10000,6.938778764968388,47,1.3072734109730288,0.41481716443168093,0.03626621339970457,0.03282823614896237,0.83402611459398,762.8985507268605,1,"[1.3072734109730288]","[0.03626621339970457]","[255.0]","[47]","[762.8985507268605]","[0.41481716443168093]","[6.938778764968388]","[-1826593486]","[0.83402611459398]","[0.03282823614896237]"
10000,2.8915891465137555,26,1.2460408855631075,0.49163114927165946,0.0459846247065061,0.30446239098885597,0.7514141962781772,714.3460517362305,1,"[1.2460408855631075]","[0.0459846247065061]","[200.0]","[26]","[714.3460517362305]","[0.49163114927165946]","[2.8915891465137555]","[-1148440995]","[0.7514141962781772]","[0.30446239098885597]"
10000,6.293699971490774,11,1.1518763912115655,0.3950575239845427,0.032849895312587724,0.06173004234584405,0.8294410277603026,873.0165275518916,2,"[1.2602876502577918,1.0434651321653392]","[0.03563665637998121,0.03006313424519424]","[257.0,308.0]","[11,11]","[860.7236557102701,885.3093993935132]","[0.4077096585821664,0.382405389386919]","[6.293699971490774,6.293699971490774]","[744226228,-1316575546]","[0.8194128707305826,0.8394691847900226]","[0.03594458564508537,0.08751549904660272]"
10000,7.389423235262456,37,0.9850082791727832,0.3770460909191109,0.03191707407456859,0.030517799532829605,0.8447728949146595,830.1064194724385,1,"[0.9850082791727832]","[0.03191707407456859]","[271.0]","[37]","[830.1064194724385]","[0.3770460909191109]","[7.389423235262456]","[1367693432]","[0.8447728949146595]","[0.030517799532829605]"
10000,1.0,6,1.5490606553592285,0.5716079882368649,0.05582422468832205,0.014966884948350603,0.6465510378493541,631.4074086673005,5,"[1.9704370602191639,1.2891020054589053,1.234499310857493,1.6482298878649573,1.5490606553592285]","[0.059843327896381776,0.05463241673740294,0.049013997846485156,0.05680490556343612,0.05582422468832205]","[217.0,218.0,225.0,213.0,222.0]","[6,6,6,6,6]","[610.6624630442564,631.4074086673005,639.6251382207175,621.2277829201431,640.4416822252507]","[0.5716079882368649,0.549754025103799,0.4956346681160003,0.596708565856127,0.5911556292597729]","[1.0,1.0,1.0,1.0,1.0]","[15486293,-1499711015,-2007204223,-2087276718,-454874914]","[0.6465510378493541,0.6498295007786179,0.7075207182130006,0.6320725402359783,0.6433944055576483]","[0.01594564139116575,0.014176661845598782,0.019071413043324135,0.014966884948350603,0.014103118167574652]"
10000,8.09992070626004,35,1.2250285713252784,0.3626676446682371,0.032783633090381556,0.037188054461572376,0.8696501888744541,738.0133835424073,1,"[1.2250285713252784]","[0.032783633090381556]","[260.0]","[35]","[738.0133835424073]","[0.3626676446682371]","[8.09992070626004]","[-2045605433]","[0.8696501888744541]","[0.037188054461572376]"
10000,4.460315355306102,28,1.1408953220748006,0.39015318970515256,0.03833524307769743,0.03445047416706536,0.8240208756760703,729.5525110484525,2,"[1.1275392573732756,1.1542513867763253]","[0.04048322147651007,0.03618726467888479]","[210.0,259.0]","[28,28]","[718.8356577717333,740.2693643251719]","[0.39431362222548233,0.3859927571848228]","[4.460315355306102,4.460315355306102]","[1945127357,-1925447219]","[0.81666420652983,0.8313775448223106]","[0.038332589264215754,0.030568359069914973]"
10000,8.976334733019975,1,1.0888206628457413,0.37834002384153226,0.030658237085195567,0.027972345722105354,0.8448730746789364,950.5972953540194,1,"[1.0888206628457413]","[0.030658237085195567]","[303.0]","[1]","[950.5972953540194]","[0.37834002384153226]","[8.976334733019975]","[1325869155]","[0.8448730746789364]","[0.027972345722105354]"
10000,6.034571679427219,18,1.3077796454122228,0.4365753750398356,0.037217730694173404,0.18387430856838313,0.8398210125995231,726.9774932185923,1,"[1.3077796454122228]","[0.037217730694173404]","[211.0]","[18]","[726.9774932185923]","[0.4365753750398356]","[6.034571679427219]","[417411740]","[0.8398210125995231]","[0.18387430856838313]"
10000,9.168188025382232,40,1.0724733789293375,0.3659967871400444,0.0294891529004302,0.038445084321991625,0.8537838754066976,959.0460160215378,3,"[1.2928718245771185,1.0724733789293375,1.0497388725301782]","[0.0294891529004302,0.03401778678374423,0.02481423270896955]","[303.0,225.0,370.0]","[40,40,40]","[959.0460160215378,855.9315452913011,1033.369147596168]","[0.3659967871400444,0.386985740283789,0.33929028108401454]","[9.168188025382232,9.168188025382232,9.168188025382232]","[1812120335,1838082584,-1687909068]","[0.8396737596059394,0.8537838754066976,0.9097624880297088]","[0.0617685515177696,0.038445084321991625,0.032201595836512095]"
10000,1.0,38,1.578377811351814,0.5663135969655948,0.05511424902045525,0.015613336817579095,0.6866759167524743,651.9145999333294,2,"[1.7130144707638024,1.4437411519398258]","[0.05734772517294995,0.052880772867960564]","[223.0,223.0]","[38,38]","[643.6697084289807,660.1594914376782]","[0.5815129940904459,0.5511141998407437]","[1.0,1.0]","[-1789722349,-429921549]","[0.677569408943681,0.6957824245612676]","[0.015363679426592482,0.015862994208565708]"
10000,9.09487031166387,36,1.2618382106720036,0.2695521271198135,0.0341894971388059,0.06208539874488913,0.8673947438609636,687.6014025974994,1,"[1.2618382106720036]","[0.0341894971388059]","[245.0]","[36]","[687.6014025974994]","[0.2695521271198135]","[9.09487031166387]","[452442695]","[0.8673947438609636]","[0.06208539874488913]"
10000,8.469203835705617,28,1.1387493021265442,0.34732286850387906,0.035664644258431244,0.0557547341787919,0.8514421794872178,780.0327958513415,2,"[1.23751241320562,1.0399861910474684]","[0.038710945321596225,0.03261834319526627]","[235.0,272.0]","[28,28]","[721.9078879747537,838.1577037279291]","[0.3585911293840055,0.3360546076237526]","[8.469203835705617,8.469203835705617]","[504561457,2093963739]","[0.8382723169133918,0.8646120420610438]","[0.07219064390042942,0.039318824457154365]"
10000,4.490259438891195,12,1.0745915966244273,0.4410798179576105,0.036815911429371746,0.11539465322457697,0.7909377385744767,851.9520223117187,1,"[1.0745915966244273]","[0.036815911429371746]","[257.0]","[12]","[851.9520223117187]","[0.4410798179576105]","[4.490259438891195]","[1971450405]","[0.7909377385744767]","[0.11539465322457697]"
10000,1.0,43,1.381415896747991,0.5912746411758619,0.05204221510901861,0.01633526560416075,0.678248818531652,695.3065734124353,1,"[1.381415896747991]","[0.05204221510901861]","[233.0]","[43]","[695.3065734124353]","[0.5912746411758619]","[1.0]","[1989274124]","[0.678248818531652]","[0.01633526560416075]"
10000,7.1408469561597325,46,1.1302753492576711,0.46175272815864143,0.03575326972415869,0.03542754071945407,0.7852245175964642,865.3275238037306,1,"[1.1302753492576711]","[0.03575326972415869]","[238.0]","[46]","[865.3275238037306]","[0.46175272815864143]","[7.1408469561597325]","[-794419476]","[0.7852245175964642]","[0.03542754071945407]"
10000,3.2600734052983515,16,1.2062813209194485,0.5018599471777826,0.04313241222225562,0.03326786131336432,0.801764994074152,732.5681256840487,1,"[1.2062813209194485]","[0.04313241222225562]","[206.0]","[16]","[732.5681256840487]","[0.5018599471777826]","[3.2600734052983515]","[-2125276216]","[0.801764994074152]","[0.03326786131336432]"
10000,8.597386924492014,14,1.2124918500654638,0.36996526722003187,0.031912600484372576,0.03578567314392365,0.8483049227912567,887.7404075904576,2,"[1.227111690689011,1.1978720094419166]","[0.030678460082066185,0.03314674088667897]","[309.0,264.0]","[14,14]","[946.973361438035,828.5074537428801]","[0.36311021818723427,0.37682031625282947]","[8.597386924492014,8.597386924492014]","[-328236455,367186967]","[0.8519500884081181,0.8446597571743951]","[0.03000192002752429,0.041569426260323006]"
10000,1.1790385859090948,16,1.3541756088045898,0.5265259396114735,0.04491372053872054,0.025519897411309653,0.7570666702267762,675.5208206904169,1,"[1.3541756088045898]","[0.04491372053872054]","[216.0]","[16]","[675.5208206904169]","[0.5265259396114735]","[1.1790385859090948]","[-1596962319]","[0.7570666702267762]","[0.025519897411309653]"
10000,9.422365594913247,14,0.9447821059973552,0.37147840305975544,0.03831517690467218,0.11625340216436567,0.8638807998121509,713.0576016861696,1,"[0.9447821059973552]","[0.03831517690467218]","[201.0]","[14]","[713.0576016861696]","[0.37147840305975544]","[9.422365594913247]","[205335109]","[0.8638807998121509]","[0.11625340216436567]"
10000,4.405070282713133,25,1.3153232238083086,0.48253624040134396,0.03687432209319273,0.0198406188128637,0.7620831165399645,837.283271105791,1,"[1.3153232238083086]","[0.03687432209319273]","[279.0]","[25]","[837.283271105791]","[0.48253624040134396]","[4.405070282713133]","[840582000]","[0.7620831165399645]","[0.0198406188128637]"
10000,4.559043322294757,41,1.0826177218278081,0.47223003816709064,0.042279984081045885,0.029451407727910984,0.8071098063444992,759.760576551246,1,"[1.0826177218278081]","[0.042279984081045885]","[201.0]","[41]","[759.760576551246]","[0.47223003816709064]","[4.559043322294757]","[-238218634]","[0.8071098063444992]","[0.029451407727910984]"
10000,3.7206345173492066,35,1.5881721672787248,0.48453194977312636,0.04453914985015074,0.02392633748893958,0.7511703992768936,679.1244216071374,1,"[1.5881721672787248]","[0.04453914985015074]","[223.0]","[35]","[679.1244216071374]","[0.48453194977312636]","[3.7206345173492066]","[-1028429423]","[0.7511703992768936]","[0.02392633748893958]"
10000,6.5094840539920815,34,1.2275768002248115,0.4415210554343702,0.034896992524111166,0.02747003022226891,0.8251102624669744,837.2192655760767,3,"[1.1625215391168253,1.2570815719480302,1.2275768002248115]","[0.034896992524111166,0.03870934613859142,0.03179278156934966]","[261.0,222.0,272.0]","[34,34,34]","[837.2192655760767,771.9342342378895,855.2079715429447]","[0.4415210554343702,0.44493052038740005,0.4107758956916639]","[6.5094840539920815,6.5094840539920815,6.5094840539920815]","[-306010425,696361526,-1746737764]","[0.8263839309928845,0.8251102624669744,0.8224558482235619]","[0.026323507274478918,0.02747003022226891,0.0283140029212752]"
10000,5.130550698403984,36,1.2420663047266425,0.3632080308651267,0.03873393989523022,0.1972126782251266,0.7926338287698783,710.1356054639767,1,"[1.2420663047266425]","[0.03873393989523022]","[225.0]","[36]","[710.1356054639767]","[0.3632080308651267]","[5.130550698403984]","[-1546877608]","[0.7926338287698783]","[0.1972126782251266]"
10000,3.3667186342960522,5,1.1671780988364149,0.5126299664162106,0.03835028695655873,0.018234782211095747,0.7435194257354905,852.4361598837834,1,"[1.1671780988364149]","[0.03835028695655873]","[246.0]","[5]","[852.4361598837834]","[0.5126299664162106]","[3.3667186342960522]","[416056034]","[0.7435194257354905]","[0.018234782211095747]"
10000,6.052344024956821,20,1.1469766328064142,0.39650360201471646,0.04501789542531158,0.0376173562608451,0.8034754693889655,713.2924174591194,1,"[1.1469766328064142]","[0.04501789542531158]","[208.0]","[20]","[713.2924174591194]","[0.39650360201471646]","[6.052344024956821]","[-1084513322]","[0.8034754693889655]","[0.0376173562608451]"
10000,9.250264871863683,4,1.0185336949232302,0.3921532024768438,0.026845220766618147,0.36517371892657724,0.8803542541342307,1153.732785814928,1,"[1.0185336949232302]","[0.026845220766618147]","[375.0]","[4]","[1153.732785814928]","[0.3921532024768438]","[9.250264871863683]","[-1379836927]","[0.8803542541342307]","[0.36517371892657724]"
10000,9.519818661250321,16,1.068594983899162,0.3912907830227727,0.02893651058278422,0.04503654196704533,0.8732269457115525,1027.147465178318,1,"[1.068594983899162]","[0.02893651058278422]","[319.0]","[16]","[1027.147465178318]","[0.3912907830227727]","[9.519818661250321]","[-589069892]","[0.8732269457115525]","[0.04503654196704533]"
10000,8.360890836266162,28,1.1918030595948548,0.3447804057641411,0.03799983221348546,0.08968300570926495,0.8609717217493663,784.8810075384181,1,"[1.1918030595948548]","[0.03799983221348546]","[206.0]","[28]","[784.8810075384181]","[0.3447804057641411]","[8.360890836266162]","[-128617250]","[0.8609717217493663]","[0.08968300570926495]"
10000,7.29824146834795,50,1.0964390311420265,0.39948163885602833,0.03211155889508615,0.06194173547947574,0.8369900037017699,952.1763659513203,1,"[1.0964390311420265]","[0.03211155889508615]","[284.0]","[50]","[952.1763659513203]","[0.39948163885602833]","[7.29824146834795]","[-1945051247]","[0.8369900037017699]","[0.06194173547947574]"
10000,3.9021498282712823,44,1.2916740856833315,0.5004263607315991,0.04584087638676136,0.027104484455467343,0.7359389248236219,778.4144119461578,1,"[1.2916740856833315]","[0.04584087638676136]","[215.0]","[44]","[778.4144119461578]","[0.5004263607315991]","[3.9021498282712823]","[-518914831]","[0.7359389248236219]","[0.027104484455467343]"
10000,7.000751788215365,22,1.1021615311614068,0.301294959426992,0.029890030447716053,0.04475058369861893,0.8497874073843403,840.8879222882168,1,"[1.1021615311614068]","[0.029890030447716053]","[302.0]","[22]","[840.8879222882168]","[0.301294959426992]","[7.000751788215365]","[1266320442]","[0.8497874073843403]","[0.04475058369861893]"
10000,9.611140339489715,22,1.0671405687566968,0.28858405107345564,0.036804814082807676,0.09346075804455038,0.855338287756975,652.1491592933946,1,"[1.0671405687566968]","[0.036804814082807676]","[219.0]","[22]","[652.1491592933946]","[0.28858405107345564]","[9.611140339489715]","[1786084192]","[0.855338287756975]","[0.09346075804455038]"
10000,1.0,4,1.4909635212383034,0.5916665597805799,0.05409564892824333,0.015235031314469726,0.6778217770542976,653.0801294276299,15,"[1.4557387115499492,1.3339685920819853,1.5353697787429739,1.4937061357480281,1.6483972537111586,1.4909635212383034,1.4493835149924847,1.595316266273208,1.4692678287736993,1.25426975993473,1.7717960397255004,1.5891624941201123,1.4808511858842277,1.4751262570015609,1.580400534389552]","[0.05211921027678145,0.04797854811324892,0.05673832746403132,0.05472777826729716,0.06242361927144536,0.05127711096847045,0.0599955185621479,0.05128517282449567,0.05086689950820386,0.05233723150648276,0.061684770101078666,0.05795144649770201,0.05348606351480833,0.06157546789161675,0.05409564892824333]","[218.0,229.0,202.0,216.0,200.0,212.0,209.0,211.0,216.0,213.0,203.0,227.0,202.0,220.0,211.0]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4]","[658.3252626250489,685.3410923394117,606.3023413033081,679.8700653823391,597.6888578687533,665.8107726026608,618.0830228699059,669.6566278901328,653.0801294276299,627.1813713151236,620.4351381882253,653.441958956286,645.8185100851782,619.0161040711362,654.1486086614511]","[0.5633542506733599,0.5654746811788316,0.5736025374660657,0.6181414143431384,0.6427248208614027,0.5750956380125788,0.63140734173232,0.604309120938709,0.5916665597805799,0.5637194006063813,0.6325274852971624,0.6433066912629014,0.5991002384510284,0.5877368995938859,0.5778200862521392]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[204956312,840590313,1501986284,-2063162002,-493577181,-943005651,-1939252905,142978049,-804455096,-1357864367,-1150177066,2053225374,-1271076649,618823785,377215689]","[0.7115835121243438,0.6878277323892733,0.6961060165319249,0.6625425952785278,0.6538501285815901,0.699621239075177,0.6725153777958266,0.6778217770542976,0.7074704447467207,0.7209027751177665,0.643836379003279,0.6378545185810448,0.6694409804589216,0.67463850092092,0.6872150841102559]","[0.015235031314469726,0.014428691695056567,0.02119686309639885,0.014095735178719091,0.015620283581547613,0.015659237548534127,0.015590566946118323,0.015038445997951741,0.018860800745495898,0.01573068607634427,0.014350799503916382,0.012609789293600628,0.014873666011730773,0.014934016211768599,0.01621963256209699]"
10000,1.0,29,1.2208224754353265,0.44655041320154665,0.047101287528398816,0.02765484215746425,0.7784600883941474,627.9120584217826,3,"[1.1536881329234518,1.3639677637972376,1.2208224754353265]","[0.047101287528398816,0.0459269450774616,0.04914121090123169]","[211.0,212.0,214.0]","[29,29,29]","[585.4933252108897,638.9383996318863,627.9120584217826]","[0.44655041320154665,0.43968448057434467,0.47936252464454077]","[1.0,1.0,1.0]","[-1352516422,-128086255,1032756596]","[0.7784600883941474,0.7922128221000366,0.7524979564141275]","[0.02765484215746425,0.03308595855328741,0.024165550062795485]"
10000,7.466000239877633,7,0.9750928385702569,0.38416357151923974,0.031830444994604204,0.03295975260025256,0.8584337992607263,870.6977835383864,1,"[0.9750928385702569]","[0.031830444994604204]","[280.0]","[7]","[870.6977835383864]","[0.38416357151923974]","[7.466000239877633]","[517825341]","[0.8584337992607263]","[0.03295975260025256]"
10000,1.4668447555803055,24,1.2399093283493978,0.5234882236768533,0.051537420822827626,0.16195628745756638,0.6892653598396435,677.9395711890535,1,"[1.2399093283493978]","[0.051537420822827626]","[202.0]","[24]","[677.9395711890535]","[0.5234882236768533]","[1.4668447555803055]","[859457888]","[0.6892653598396435]","[0.16195628745756638]"
10000,3.0057527983825225,36,1.1143667239633779,0.3819864358045218,0.04000042083556902,0.025068311286783808,0.793935673270073,702.8197565721997,1,"[1.1143667239633779]","[0.04000042083556902]","[236.0]","[36]","[702.8197565721997]","[0.3819864358045218]","[3.0057527983825225]","[-1745320579]","[0.793935673270073]","[0.025068311286783808]"
10000,3.642475432902461,11,1.5099624686326036,0.5097679965604844,0.0456860063132041,0.020742814688806947,0.7287409487494143,728.4936535335115,1,"[1.5099624686326036]","[0.0456860063132041]","[209.0]","[11]","[728.4936535335115]","[0.5097679965604844]","[3.642475432902461]","[-1605327193]","[0.7287409487494143]","[0.020742814688806947]"
10000,9.806657461700222,8,1.1542241842289642,0.30806359897687763,0.0348330692900452,0.05845392372873551,0.8774021343776249,702.530419224442,1,"[1.1542241842289642]","[0.0348330692900452]","[229.0]","[8]","[702.530419224442]","[0.30806359897687763]","[9.806657461700222]","[343000211]","[0.8774021343776249]","[0.05845392372873551]"
10000,6.721533457195311,14,1.1473012229129396,0.3756612441375583,0.03682935402564737,0.041893757853325955,0.8650543323229435,767.4847225714053,2,"[1.1658474769771807,1.1287549688486984]","[0.04345712014829116,0.03020158790300358]","[201.0,304.0]","[14,14]","[685.6685580742358,849.3008870685749]","[0.40816446985620164,0.343158018418915]","[6.721533457195311,6.721533457195311]","[-2130753515,-1895109132]","[0.8692859085020337,0.8608227561438533]","[0.05179672111577524,0.03199079459087666]"
10000,9.517157495369837,50,1.0456897569906112,0.40651177889035384,0.03470285227756492,0.039814537416828395,0.8463369562380056,830.9772079125083,1,"[1.0456897569906112]","[0.03470285227756492]","[225.0]","[50]","[830.9772079125083]","[0.40651177889035384]","[9.517157495369837]","[1752000192]","[0.8463369562380056]","[0.039814537416828395]"
10000,6.458321462397582,46,1.0873770276964931,0.42932419665263194,0.038564420204456384,0.025962476511719644,0.794892839662595,822.0122813312265,1,"[1.0873770276964931]","[0.038564420204456384]","[214.0]","[46]","[822.0122813312265]","[0.42932419665263194]","[6.458321462397582]","[1696588938]","[0.794892839662595]","[0.025962476511719644]"
10000,8.577164280396099,24,1.1278626813916586,0.3492825676003442,0.028148738732753087,0.08830603831569536,0.8701177832819882,903.9243780586157,1,"[1.1278626813916586]","[0.028148738732753087]","[300.0]","[24]","[903.9243780586157]","[0.3492825676003442]","[8.577164280396099]","[1283483943]","[0.8701177832819882]","[0.08830603831569536]"
10000,6.014955290260411,23,1.0764234294265251,0.3996380282807839,0.0314256164265443,0.09975449428528413,0.8551817268190162,869.6564030084602,1,"[1.0764234294265251]","[0.0314256164265443]","[274.0]","[23]","[869.6564030084602]","[0.3996380282807839]","[6.014955290260411]","[1024404168]","[0.8551817268190162]","[0.09975449428528413]"
10000,6.233954904056696,35,1.0993961407019497,0.42767067941873077,0.03511803457986436,0.03801309951268477,0.8099449486391253,874.4504581927416,1,"[1.0993961407019497]","[0.03511803457986436]","[260.0]","[35]","[874.4504581927416]","[0.42767067941873077]","[6.233954904056696]","[35787511]","[0.8099449486391253]","[0.03801309951268477]"
10000,9.32838060966447,30,0.9859048084447553,0.3248542170684105,0.026507041544935443,0.07974847133257991,0.9045918763244113,934.2134088697619,1,"[0.9859048084447553]","[0.026507041544935443]","[327.0]","[30]","[934.2134088697619]","[0.3248542170684105]","[9.32838060966447]","[-2099751167]","[0.9045918763244113]","[0.07974847133257991]"
10000,1.6217625885253169,21,1.4818032426471826,0.6124501783799138,0.05236914208630214,0.016331674276130217,0.6471538322473647,623.0461112374386,1,"[1.4818032426471826]","[0.05236914208630214]","[201.0]","[21]","[623.0461112374386]","[0.6124501783799138]","[1.6217625885253169]","[-1978383678]","[0.6471538322473647]","[0.016331674276130217]"
10000,6.284056395597207,9,1.3965010215353586,0.3813500899292641,0.03433204580603517,0.04344139498478984,0.8394190009458743,832.2891710147431,2,"[1.3018348730363098,1.4911671700344076]","[0.034339229591790525,0.03432486202027981]","[247.0,245.0]","[9,9]","[788.3918224901072,876.1865195393791]","[0.34277057601793853,0.41992960384058975]","[6.284056395597207,6.284056395597207]","[1436156580,368585852]","[0.8579523564072674,0.8208856454844812]","[0.05263063034714765,0.034252159622432034]"
10000,3.1232170739742298,25,1.2089290607893561,0.4776332173787734,0.040777743350520715,0.01955298825073562,0.7773299258257409,747.1977110660432,4,"[1.3227040266605739,1.12313707948611,1.2215163544790766,1.1963417670996355]","[0.0395771818890781,0.041978304811963324,0.035950770494778975,0.04223753100027556]","[263.0,218.0,246.0,235.0]","[25,25,25,25]","[789.4450145920746,714.1143742420674,739.9247678436112,754.4706542884753]","[0.47390561466436354,0.48092113310747525,0.47434530165007155,0.49451675611395446]","[3.1232170739742298,3.1232170739742298,3.1232170739742298,3.1232170739742298]","[-1167596368,1830367161,-30958166,-1223129149]","[0.7814635216903268,0.7731963299611551,0.7857406914132374,0.760948328076215]","[0.01851152370340624,0.019965349681698004,0.028139739259073895,0.01914062681977324]"
10000,3.531981014409421,27,1.3014221276285545,0.4653467742563331,0.04809287527466209,0.036654628973219236,0.735371594628053,676.3595163414844,1,"[1.3014221276285545]","[0.04809287527466209]","[223.0]","[27]","[676.3595163414844]","[0.4653467742563331]","[3.531981014409421]","[-660733865]","[0.735371594628053]","[0.036654628973219236]"
10000,1.5738720706011644,34,1.390352394300731,0.609312761738376,0.05841550367375332,0.013550222444187606,0.6612835541361054,659.0742735383491,1,"[1.390352394300731]","[0.05841550367375332]","[220.0]","[34]","[659.0742735383491]","[0.609312761738376]","[1.5738720706011644]","[-489598465]","[0.6612835541361054]","[0.013550222444187606]"
10000,6.330712140453172,42,1.0591331414830418,0.3933876016308687,0.03672201799974648,0.05785167697031052,0.8432028608012452,857.9756980908921,1,"[1.0591331414830418]","[0.03672201799974648]","[245.0]","[42]","[857.9756980908921]","[0.3933876016308687]","[6.330712140453172]","[-1125525535]","[0.8432028608012452]","[0.05785167697031052]"
10000,1.551244915407171,26,1.3510890026030813,0.5527360734267595,0.05537378993900733,0.02864316413220817,0.7110393324201699,657.0355208591754,1,"[1.3510890026030813]","[0.05537378993900733]","[210.0]","[26]","[657.0355208591754]","[0.5527360734267595]","[1.551244915407171]","[-852828210]","[0.7110393324201699]","[0.02864316413220817]"
10000,1.460474844963912,39,1.2913536240779526,0.434824011287571,0.03542235666074311,0.04665968379187878,0.8763753172961355,771.7423623263303,2,"[1.11295055454344,1.4697566936124653]","[0.03584503478810879,0.034999678533377425]","[204.0,211.0]","[39,39]","[768.8299699938185,774.654754658842]","[0.4419201207027055,0.4277279018724365]","[1.460474844963912,1.460474844963912]","[-1676366957,348145447]","[0.8878857042680784,0.8648649303241924]","[0.049654856250161215,0.043664511333596334]"
